DOI,Compound_Name,IUPAC_Name,IUPAC_Name_Source,SMILES,SMILES_Source,Standard_InChIKey,Standard_InChIKey_Source,Degradation_Target,Recruiter,Assay,Cell_Line,DC50,DC50_units,DC50_h,Dmax,Dmax_h,Dmax_conc,Connectivity_Key
10.1021/acs.jmedchem.2c01149,6,"(2S,4R)-1-((2S)-2-(tert-Butyl)-17,17-difluoro-17-(2-(4-(1-(2-fluorophenyl)-2-(hydroxyamino)-2-oxoethyl)phenyl)pyrimidin-5-yl)-4-oxo-6,9,12,15-tetraoxa-3-azaheptadecan-1-oyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",PAPER,Cc1ncsc1-c1ccc(cc1)CNC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)COCCOCCOCCOCC(F)(F)c1cnc(nc1)-c1ccc(cc1)C(C(=O)NO)c1ccccc1F)C(C)(C)C,PAPER,JCIGJBGCHCAMMB-DGTRGAFGSA-N,OPSIN + PUBCHEM,HDAC4,VHL,ELISA-based MSD assay,Jurkat E6.1,48,nM,24,82,24.0,,JCIGJBGCHCAMMB
10.1021/acs.jmedchem.2c01149,11,"(2S,4R)-1-((3R,26S)-26-(tert-Butyl)-3-methyl-1,24-dioxo-5-propyl-1-(4-(5-trifluoromethyl-1,2,4-oxadiazol-3-yl)phenyl)-10,13,16,19,22-pentaoxa-2,5,25-triazaheptacosan-27-oyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",PAPER,CCCN(CCCCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(cc1)-c1scnc1C)C(C)(C)C)C[C@@H](C)NC(=O)c1ccc(cc1)-c1noc(n1)C(F)(F)F,PAPER,KBDZFZJFGKYVBZ-KLSSUPLUSA-N,OPSIN + PUBCHEM,HDAC4,VHL,MSD assay,Neuro-2a -elacridar,81,nM,24,,,,KBDZFZJFGKYVBZ
10.1021/acs.jmedchem.2c01149,11,"(2S,4R)-1-((3R,26S)-26-(tert-Butyl)-3-methyl-1,24-dioxo-5-propyl-1-(4-(5-trifluoromethyl-1,2,4-oxadiazol-3-yl)phenyl)-10,13,16,19,22-pentaoxa-2,5,25-triazaheptacosan-27-oyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",PAPER,CCCN(CCCCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(cc1)-c1scnc1C)C(C)(C)C)C[C@@H](C)NC(=O)c1ccc(cc1)-c1noc(n1)C(F)(F)F,PAPER,KBDZFZJFGKYVBZ-KLSSUPLUSA-N,OPSIN + PUBCHEM,HDAC4,VHL,Western Blot,SH-SY5Y neuroblastoma -elacridar,358,nM,,,,,KBDZFZJFGKYVBZ
10.1021/acs.jmedchem.2c01149,11,"(2S,4R)-1-((3R,26S)-26-(tert-Butyl)-3-methyl-1,24-dioxo-5-propyl-1-(4-(5-trifluoromethyl-1,2,4-oxadiazol-3-yl)phenyl)-10,13,16,19,22-pentaoxa-2,5,25-triazaheptacosan-27-oyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",PAPER,CCCN(CCCCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(cc1)-c1scnc1C)C(C)(C)C)C[C@@H](C)NC(=O)c1ccc(cc1)-c1noc(n1)C(F)(F)F,PAPER,KBDZFZJFGKYVBZ-KLSSUPLUSA-N,OPSIN + PUBCHEM,HDAC4,VHL,Western Blot,SH-SY5Y neuroblastoma +elacridar,<1,nM,,,,,KBDZFZJFGKYVBZ
10.1021/acs.jmedchem.2c01149,8,"(2S,4S)-1-((2S)-2-(tert-Butyl)-20,20-difluoro-20-(2-(4-(1-(2-fluorophenyl)-2-(hydroxyamino)-2-oxoethyl)phenyl)pyrimidin-5-yl)-4-oxo-6,9,12,15,18-pentaoxa-3-azaicosanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",PAPER,Cc1ncsc1-c1ccc(cc1)CNC(=O)[C@@H]1C[C@H](O)CN1C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCC(F)(F)c1cnc(nc1)-c1ccc(cc1)C(C(=O)NO)c1ccccc1F)C(C)(C)C,PAPER,HCYVFIZSHJPMGM-CFCRNHAGSA-N,OPSIN + PUBCHEM,HDAC4,VHL,ELISA-based MSD assay,Jurkat E6.1,">10,000",nM,24,20,24.0,,HCYVFIZSHJPMGM
10.1021/acs.jmedchem.2c01149,12,"(2R,4S)-1-((3R,26R)-26-(tert-Butyl)-3-methyl-1,24-dioxo-5-propyl-1-(4-(5-trifluoromethyl-1,2,4-oxadiazol-3-yl)phenyl)-10,13,16,19,22-pentaoxa-2,5,25-triazaheptacosan-27-oyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",PAPER,CCCN(CCCCOCCOCCOCCOCCOCC(=O)N[C@@H](C(=O)N1C[C@@H](O)C[C@@H]1C(=O)NCc1ccc(cc1)-c1scnc1C)C(C)(C)C)C[C@@H](C)NC(=O)c1ccc(cc1)-c1noc(n1)C(F)(F)F,PAPER,KBDZFZJFGKYVBZ-RBILXPFJSA-N,OPSIN + PUBCHEM,HDAC4,VHL,ELISA-based MSD assay,Jurkat E6.1,">10,000",nM,24,50,24.0,,KBDZFZJFGKYVBZ
10.1021/acs.jmedchem.2c01817,9,"(2S,4S)-1-((S)-2-Cyclohexyl-2-((S)-2-(methylamino)propanamido)acetyl)-4-(3-((5-(((S)-1-((2S,4R)-4-hydroxy-2-(((S)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)carbamoyl)pyrrolidin-1-yl)-3,3-dimethyl-1-oxobutan-2-yl)amino)-5-oxopentyl)oxy)phenoxy)-N-((R)-1,2,3,4-tetrahydronaphthalen-1-yl)pyrrolidine-2-carboxamide ",PAPER,O=C([C@H]1N(C([C@H](C2CCCCC2)NC([C@H](C)NC)=O)=O)C[C@@H](OC3=CC(OCCCCC(N[C@H](C(N4C[C@H](O)C[C@H]4C(N[C@@H](C)C5=CC=C(C6=C(C)N=CS6)C=C5)=O)=O)C(C)(C)C)=O)=CC=C3)C1)N[C@@H]7CCCC8=CC=CC=C87,PAPER,SMENADKMMXTZAZ-FMVATYOPSA-N,OPSIN + PUBCHEM,XIAP,VHL,Western Blot,MM.1S,0.7,nM,16,99,,0.1 µM,SMENADKMMXTZAZ
10.1021/acs.jmedchem.2c01817,9,"(2S,4S)-1-((S)-2-Cyclohexyl-2-((S)-2-(methylamino)propanamido)acetyl)-4-(3-((5-(((S)-1-((2S,4R)-4-hydroxy-2-(((S)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)carbamoyl)pyrrolidin-1-yl)-3,3-dimethyl-1-oxobutan-2-yl)amino)-5-oxopentyl)oxy)phenoxy)-N-((R)-1,2,3,4-tetrahydronaphthalen-1-yl)pyrrolidine-2-carboxamide ",PAPER,O=C([C@H]1N(C([C@H](C2CCCCC2)NC([C@H](C)NC)=O)=O)C[C@@H](OC3=CC(OCCCCC(N[C@H](C(N4C[C@H](O)C[C@H]4C(N[C@@H](C)C5=CC=C(C6=C(C)N=CS6)C=C5)=O)=O)C(C)(C)C)=O)=CC=C3)C1)N[C@@H]7CCCC8=CC=CC=C87,PAPER,SMENADKMMXTZAZ-FMVATYOPSA-N,OPSIN + PUBCHEM,cIAP1,VHL,Western Blot,MM.1S,2.4,nM,16,99,,0.1 µM,SMENADKMMXTZAZ
10.1021/acs.jmedchem.2c01817,9,"(2S,4S)-1-((S)-2-Cyclohexyl-2-((S)-2-(methylamino)propanamido)acetyl)-4-(3-((5-(((S)-1-((2S,4R)-4-hydroxy-2-(((S)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)carbamoyl)pyrrolidin-1-yl)-3,3-dimethyl-1-oxobutan-2-yl)amino)-5-oxopentyl)oxy)phenoxy)-N-((R)-1,2,3,4-tetrahydronaphthalen-1-yl)pyrrolidine-2-carboxamide ",PAPER,O=C([C@H]1N(C([C@H](C2CCCCC2)NC([C@H](C)NC)=O)=O)C[C@@H](OC3=CC(OCCCCC(N[C@H](C(N4C[C@H](O)C[C@H]4C(N[C@@H](C)C5=CC=C(C6=C(C)N=CS6)C=C5)=O)=O)C(C)(C)C)=O)=CC=C3)C1)N[C@@H]7CCCC8=CC=CC=C87,PAPER,SMENADKMMXTZAZ-FMVATYOPSA-N,OPSIN + PUBCHEM,cIAP2,VHL,Western Blot,MM.1S,6.2,nM,16,90,,0.1 µM,SMENADKMMXTZAZ
10.1021/acs.jmedchem.3c00851,44h,"4-[4-[[[2-[(9S)-7-(4-Chlorophenyl)-4,5,13-trimethyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaen-9-yl]acetyl]amino]methyl]-1-piperidyl]-N-(2,6-dioxo-3-piperidyl)-2-methoxybenzamide",PAPER,O=C(NC(CC1)C(NC1=O)=O)C2=CC=C(N3CCC(CNC(C[C@@H]4N=C(C5=CC=C(Cl)C=C5)C6=C(SC(C)=C6C)N7C(C)=NN=C47)=O)CC3)C=C2OC,PAPER,BIVJJLVZJPBUMK-XIJSCUBXSA-N,OPSIN + PUBCHEM,BRD4,CRBN,Western Blot ,MOLT4,0.59,nM,24,>99,24.0,,BIVJJLVZJPBUMK
10.1021/acs.jmedchem.3c00851,43h,"4-[4-[[[2-[(9S)-7-(4-Chlorophenyl)-4,5,13-trimethyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaen-9-yl]acetyl]amino]methyl]-1-piperidyl]-N-(2,6-dioxo-3-piperidyl)-2-fluorobenzamide",PAPER,O=C(NC(CC1)C(NC1=O)=O)C2=CC=C(N3CCC(CNC(C[C@@H]4N=C(C5=CC=C(Cl)C=C5)C6=C(SC(C)=C6C)N7C(C)=NN=C47)=O)CC3)C=C2F,PAPER,NTNMFROSEFWETI-XIJSCUBXSA-N,OPSIN + PUBCHEM,BRD4,CRBN,Western Blot ,MOLT4,4.7,nM,24,>99,24.0,,NTNMFROSEFWETI
10.1021/acs.jmedchem.3c00851,51,"N-(2,6-Dioxo-3-piperidyl)-4-[[2-[[8-[4-[[7-(hydroxyamino)-7-oxo-heptyl]carbamoyl] anilino]-8-oxooctyl]amino]-2-oxoethyl]amino]-2-methoxybenzamide",PAPER,O=C(NC(CC1)C(NC1=O)=O)C2=CC=C(NCC(NCCCCCCCC(NC3=CC=C(C(NCCCCCCC(NO)=O)=O)C=C3)=O)=O)C=C2OC,PAPER,YACBBDOEMCACOF-UHFFFAOYSA-N,OPSIN + PUBCHEM,HDAC6,CRBN,Western Blot ,MM.1S,5.8,nM,24,,,,YACBBDOEMCACOF
10.1021/acs.jmedchem.3c00851,A6,"4-[8-[[2-[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]oxyacetyl]amino]octanoylamino]-N-[7-(hydroxyamino)-7-oxoheptyl]benzamide",PUBCHEM,O=C(C1=CC=C(C=C1)NC(CCCCCCCNC(COC2=CC=CC(C(N3C4CCC(NC4=O)=O)=O)=C2C3=O)=O)=O)NCCCCCCC(NO)=O,PAPER,FQLCLMHMOFLVSV-UHFFFAOYSA-N,PUBCHEM,HDAC6,CRBN,Western Blot ,MM.1S,6.5,nM,24,,,,FQLCLMHMOFLVSV
10.1021/acs.jmedchem.3c00851,dBET57,"2-[(9S)-7-(4-chlorophenyl)-4,5,13-trimethyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaen-9-yl]-N-[2-[[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]amino]ethyl]acetamide",PUBCHEM,O=C(NCCNC1=CC=CC(C(N2C(CC3)C(NC3=O)=O)=O)=C1C2=O)C[C@H]4C5=NN=C(C)N5C6=C(C(C)=C(C)S6)C(C7=CC=C(Cl)C=C7)=N4,PAPER,CZRLOIDJCMKJHE-UXMRNZNESA-N,PUBCHEM,BRD4,CRBN,Western Blot ,MOLT4,11,nM,24,,,,CZRLOIDJCMKJHE
10.1021/acs.jmedchem.6b01912,11,"2-[(9S)-7-(4-chlorophenyl)-4,5,13-trimethyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaen-9-yl]-N-[4-[2-[2-[2-[2-[[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]amino]ethoxy]ethoxy]ethoxy]ethoxy]phenyl]acetamide",PUBCHEM,ClC(C=C1)=CC=C1C2=N[C@@H](CC(NC3=CC=C(OCCOCCOCCOCCNC4=C(C(N(C5CCC(NC5=O)=O)C6=O)=O)C6=CC=C4)C=C3)=O)C7=NN=C(C)N7C8=C2C(C)=C(C)S8,PAPER,RWLOGRLTDKDANT-TYIYNAFKSA-N,PUBCHEM,Brd4 short,CRBN,Western Blot,HeLa cells,0.63,nM,24,97,24.0,,RWLOGRLTDKDANT
10.1021/acs.jmedchem.6b01912,11,"2-[(9S)-7-(4-chlorophenyl)-4,5,13-trimethyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaen-9-yl]-N-[4-[2-[2-[2-[2-[[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]amino]ethoxy]ethoxy]ethoxy]ethoxy]phenyl]acetamide",PUBCHEM,ClC(C=C1)=CC=C1C2=N[C@@H](CC(NC3=CC=C(OCCOCCOCCOCCNC4=C(C(N(C5CCC(NC5=O)=O)C6=O)=O)C6=CC=C4)C=C3)=O)C7=NN=C(C)N7C8=C2C(C)=C(C)S8,PAPER,RWLOGRLTDKDANT-TYIYNAFKSA-N,PUBCHEM,Brd3,CRBN,Western Blot,HeLa cells,0.79,nM,24,98,24.0,,RWLOGRLTDKDANT
10.1021/acs.jmedchem.6b01912,11,"2-[(9S)-7-(4-chlorophenyl)-4,5,13-trimethyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaen-9-yl]-N-[4-[2-[2-[2-[2-[[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]amino]ethoxy]ethoxy]ethoxy]ethoxy]phenyl]acetamide",PUBCHEM,ClC(C=C1)=CC=C1C2=N[C@@H](CC(NC3=CC=C(OCCOCCOCCOCCNC4=C(C(N(C5CCC(NC5=O)=O)C6=O)=O)C6=CC=C4)C=C3)=O)C7=NN=C(C)N7C8=C2C(C)=C(C)S8,PAPER,RWLOGRLTDKDANT-TYIYNAFKSA-N,PUBCHEM,Brd4 long,CRBN,Western Blot,HeLa cells,1,nM,24,100,24.0,,RWLOGRLTDKDANT
10.1021/acs.jmedchem.6b01912,6,"(2S,4R)-1-[(2S)-2-[[2-[2-[2-[2-[[2-[(9S)-7-(4-chlorophenyl)-4,5,13-trimethyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaen-9-yl]acetyl]amino]ethoxy]ethoxy]ethoxy]acetyl]amino]-3,3-dimethylbutanoyl]-4-hydroxy-N-[[4-(4-methyl-1,3-thiazol-5-yl)phenyl]methyl]pyrrolidine-2-carboxamide",PUBCHEM,O[C@@H]1C[C@@H](C(NCC2=CC=C(C3=C(C)N=CS3)C=C2)=O)N(C([C@@H](NC(COCCOCCOCCNC(C[C@@H]4N=C(C5=CC=C(Cl)C=C5)C6=C(SC(C)=C6C)N7C4=NN=C7C)=O)=O)C(C)(C)C)=O)C1,PAPER,PTAMRJLIOCHJMQ-PYNGZGNASA-N,PUBCHEM,Brd4 long,VHL,Western Blot,HeLa cells,2.51,nM,24,100,24.0,,PTAMRJLIOCHJMQ
10.1021/acs.jmedchem.6b01912,7,"(2S,4R)-1-[(2S)-2-[[2-[2-[2-[2-[2-[[2-[(9S)-7-(4-chlorophenyl)-4,5,13-trimethyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaen-9-yl]acetyl]amino]ethoxy]ethoxy]ethoxy]ethoxy]acetyl]amino]-3,3-dimethylbutanoyl]-4-hydroxy-N-[[4-(4-methyl-1,3-thiazol-5-yl)phenyl]methyl]pyrrolidine-2-carboxamide",PUBCHEM,O[C@@H]1C[C@@H](C(NCC2=CC=C(C3=C(C)N=CS3)C=C2)=O)N(C([C@@H](NC(COCCOCCOCCOCCNC(C[C@@H]4N=C(C5=CC=C(Cl)C=C5)C6=C(SC(C)=C6C)N7C4=NN=C7C)=O)=O)C(C)(C)C)=O)C1,PAPER,LSELSHXLKGXPPF-BOBBFQORSA-N,PUBCHEM,Brd4 short,VHL,Western Blot,HeLa cells,3.98,nM,24,99,24.0,,LSELSHXLKGXPPF
10.1021/acs.jmedchem.6b01912,11,"2-[(9S)-7-(4-chlorophenyl)-4,5,13-trimethyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaen-9-yl]-N-[4-[2-[2-[2-[2-[[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]amino]ethoxy]ethoxy]ethoxy]ethoxy]phenyl]acetamide",PUBCHEM,ClC(C=C1)=CC=C1C2=N[C@@H](CC(NC3=CC=C(OCCOCCOCCOCCNC4=C(C(N(C5CCC(NC5=O)=O)C6=O)=O)C6=CC=C4)C=C3)=O)C7=NN=C(C)N7C8=C2C(C)=C(C)S8,PAPER,RWLOGRLTDKDANT-TYIYNAFKSA-N,PUBCHEM,Brd2,CRBN,Western Blot,HeLa cells,6.31,nM,24,83,24.0,,RWLOGRLTDKDANT
10.1021/acs.jmedchem.6b01912,9,"(2S,4R)-1-((S)-1-(4-((2S,4R)-1-Acetyl-4-((4-chlorophenyl)- amino)-2-methyl-1,2,3,4-tetrahydroquinolin-6-yl)phenyl)-15- (tert-butyl)-1,13-dioxo-5,8,11-trioxa-2,14-diazahexadecan-16- oyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine2-carboxamide",PAPER,O[C@@H]1C[C@@H](C(NCC2=CC=C(C3=C(C)N=CS3)C=C2)=O)N(C([C@@H](NC(COCCOCCOCCNC(C(C=C4)=CC=C4C5=CC([C@H](NC6=CC=C(Cl)C=C6)C[C@H](C)N7C(C)=O)=C7C=C5)=O)=O)C(C)(C)C)=O)C1,PAPER,FYSWLIFIYIVHPI-DDWISSAJSA-N,OPSIN + PUBCHEM,Brd4 short,VHL,Western Blot,HeLa cells,7.94,nM,24,98,24.0,,FYSWLIFIYIVHPI
10.1021/acs.jmedchem.6b01912,10,"(2S,4R)-1-((S)-1-(4-((2S,4R)-1-Acetyl-4-((4-chlorophenyl)- amino)-2-methyl-1,2,3,4-tetrahydroquinolin-6-yl)phenyl)-18- (tert-butyl)-1,16-dioxo-5,8,11,14-tetraoxa-2,17-diazanonadecan-19-oyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)- benzyl)pyrrolidine-2-carboxamide",PAPER,O[C@@H]1C[C@@H](C(NCC2=CC=C(C3=C(C)N=CS3)C=C2)=O)N(C([C@@H](NC(COCCOCCOCCOCCNC(C(C=C4)=CC=C4C5=CC([C@H](NC6=CC=C(Cl)C=C6)C[C@H](C)N7C(C)=O)=C7C=C5)=O)=O)C(C)(C)C)=O)C1,PAPER,UHWNJFZTYJNBAN-HYXXSBGTSA-N,OPSIN + PUBCHEM,Brd4 short,VHL,Western Blot,HeLa cells,7.94,nM,24,95,24.0,,UHWNJFZTYJNBAN
10.1021/acs.jmedchem.6b01912,6,"(2S,4R)-1-[(2S)-2-[[2-[2-[2-[2-[[2-[(9S)-7-(4-chlorophenyl)-4,5,13-trimethyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaen-9-yl]acetyl]amino]ethoxy]ethoxy]ethoxy]acetyl]amino]-3,3-dimethylbutanoyl]-4-hydroxy-N-[[4-(4-methyl-1,3-thiazol-5-yl)phenyl]methyl]pyrrolidine-2-carboxamide",PUBCHEM,O[C@@H]1C[C@@H](C(NCC2=CC=C(C3=C(C)N=CS3)C=C2)=O)N(C([C@@H](NC(COCCOCCOCCNC(C[C@@H]4N=C(C5=CC=C(Cl)C=C5)C6=C(SC(C)=C6C)N7C4=NN=C7C)=O)=O)C(C)(C)C)=O)C1,PAPER,PTAMRJLIOCHJMQ-PYNGZGNASA-N,PUBCHEM,Brd4 short,VHL,Western Blot,HeLa cells,7.94,nM,24,98,24.0,,PTAMRJLIOCHJMQ
10.1021/acs.jmedchem.6b01912,7,"(2S,4R)-1-[(2S)-2-[[2-[2-[2-[2-[2-[[2-[(9S)-7-(4-chlorophenyl)-4,5,13-trimethyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaen-9-yl]acetyl]amino]ethoxy]ethoxy]ethoxy]ethoxy]acetyl]amino]-3,3-dimethylbutanoyl]-4-hydroxy-N-[[4-(4-methyl-1,3-thiazol-5-yl)phenyl]methyl]pyrrolidine-2-carboxamide",PUBCHEM,O[C@@H]1C[C@@H](C(NCC2=CC=C(C3=C(C)N=CS3)C=C2)=O)N(C([C@@H](NC(COCCOCCOCCOCCNC(C[C@@H]4N=C(C5=CC=C(Cl)C=C5)C6=C(SC(C)=C6C)N7C4=NN=C7C)=O)=O)C(C)(C)C)=O)C1,PAPER,LSELSHXLKGXPPF-BOBBFQORSA-N,PUBCHEM,Brd4 long,VHL,Western Blot,HeLa cells,10,nM,24,100,24.0,,LSELSHXLKGXPPF
10.1021/acs.jmedchem.6b01912,10,"(2S,4R)-1-((S)-1-(4-((2S,4R)-1-Acetyl-4-((4-chlorophenyl)- amino)-2-methyl-1,2,3,4-tetrahydroquinolin-6-yl)phenyl)-18- (tert-butyl)-1,16-dioxo-5,8,11,14-tetraoxa-2,17-diazanonadecan-19-oyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)- benzyl)pyrrolidine-2-carboxamide",PAPER,O[C@@H]1C[C@@H](C(NCC2=CC=C(C3=C(C)N=CS3)C=C2)=O)N(C([C@@H](NC(COCCOCCOCCOCCNC(C(C=C4)=CC=C4C5=CC([C@H](NC6=CC=C(Cl)C=C6)C[C@H](C)N7C(C)=O)=C7C=C5)=O)=O)C(C)(C)C)=O)C1,PAPER,UHWNJFZTYJNBAN-HYXXSBGTSA-N,OPSIN + PUBCHEM,Brd3,VHL,Western Blot,HeLa cells,20,nM,24,92,24.0,,UHWNJFZTYJNBAN
10.1021/acs.jmedchem.6b01912,9,"(2S,4R)-1-((S)-1-(4-((2S,4R)-1-Acetyl-4-((4-chlorophenyl)- amino)-2-methyl-1,2,3,4-tetrahydroquinolin-6-yl)phenyl)-15- (tert-butyl)-1,13-dioxo-5,8,11-trioxa-2,14-diazahexadecan-16- oyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine2-carboxamide",PAPER,O[C@@H]1C[C@@H](C(NCC2=CC=C(C3=C(C)N=CS3)C=C2)=O)N(C([C@@H](NC(COCCOCCOCCNC(C(C=C4)=CC=C4C5=CC([C@H](NC6=CC=C(Cl)C=C6)C[C@H](C)N7C(C)=O)=C7C=C5)=O)=O)C(C)(C)C)=O)C1,PAPER,FYSWLIFIYIVHPI-DDWISSAJSA-N,OPSIN + PUBCHEM,Brd4 long,VHL,Western Blot,HeLa cells,25.1,nM,24,95,24.0,,FYSWLIFIYIVHPI
10.1021/acs.jmedchem.6b01912,10,"(2S,4R)-1-((S)-1-(4-((2S,4R)-1-Acetyl-4-((4-chlorophenyl)- amino)-2-methyl-1,2,3,4-tetrahydroquinolin-6-yl)phenyl)-18- (tert-butyl)-1,16-dioxo-5,8,11,14-tetraoxa-2,17-diazanonadecan-19-oyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)- benzyl)pyrrolidine-2-carboxamide",PAPER,O[C@@H]1C[C@@H](C(NCC2=CC=C(C3=C(C)N=CS3)C=C2)=O)N(C([C@@H](NC(COCCOCCOCCOCCNC(C(C=C4)=CC=C4C5=CC([C@H](NC6=CC=C(Cl)C=C6)C[C@H](C)N7C(C)=O)=C7C=C5)=O)=O)C(C)(C)C)=O)C1,PAPER,UHWNJFZTYJNBAN-HYXXSBGTSA-N,OPSIN + PUBCHEM,Brd4 long,VHL,Western Blot,HeLa cells,31.6,nM,24,93,24.0,,UHWNJFZTYJNBAN
10.1021/acs.jmedchem.6b01912,6,"(2S,4R)-1-[(2S)-2-[[2-[2-[2-[2-[[2-[(9S)-7-(4-chlorophenyl)-4,5,13-trimethyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaen-9-yl]acetyl]amino]ethoxy]ethoxy]ethoxy]acetyl]amino]-3,3-dimethylbutanoyl]-4-hydroxy-N-[[4-(4-methyl-1,3-thiazol-5-yl)phenyl]methyl]pyrrolidine-2-carboxamide",PUBCHEM,O[C@@H]1C[C@@H](C(NCC2=CC=C(C3=C(C)N=CS3)C=C2)=O)N(C([C@@H](NC(COCCOCCOCCNC(C[C@@H]4N=C(C5=CC=C(Cl)C=C5)C6=C(SC(C)=C6C)N7C4=NN=C7C)=O)=O)C(C)(C)C)=O)C1,PAPER,PTAMRJLIOCHJMQ-PYNGZGNASA-N,PUBCHEM,Brd2,VHL,Western Blot,HeLa cells,39.8,nM,24,98,24.0,,PTAMRJLIOCHJMQ
10.1021/acs.jmedchem.6b01912,9,"(2S,4R)-1-((S)-1-(4-((2S,4R)-1-Acetyl-4-((4-chlorophenyl)- amino)-2-methyl-1,2,3,4-tetrahydroquinolin-6-yl)phenyl)-15- (tert-butyl)-1,13-dioxo-5,8,11-trioxa-2,14-diazahexadecan-16- oyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine2-carboxamide",PAPER,O[C@@H]1C[C@@H](C(NCC2=CC=C(C3=C(C)N=CS3)C=C2)=O)N(C([C@@H](NC(COCCOCCOCCNC(C(C=C4)=CC=C4C5=CC([C@H](NC6=CC=C(Cl)C=C6)C[C@H](C)N7C(C)=O)=C7C=C5)=O)=O)C(C)(C)C)=O)C1,PAPER,FYSWLIFIYIVHPI-DDWISSAJSA-N,OPSIN + PUBCHEM,Brd3,VHL,Western Blot,HeLa cells,50.1,nM,24,91,24.0,,FYSWLIFIYIVHPI
10.1021/acs.jmedchem.6b01912,5,"(2S,4R)-1-((S)-2-(tert-Butyl)-14-((S)-4-(4-chlorophenyl)-2,3,9-trimethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepin-6-yl)-4,13-dioxo-6,9-dioxa-3,12-diazatetradecanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",PAPER,O[C@@H]1C[C@@H](C(NCC2=CC=C(C3=C(C)N=CS3)C=C2)=O)N(C([C@@H](NC(COCCOCCNC(C[C@@H]4N=C(C5=CC=C(Cl)C=C5)C6=C(SC(C)=C6C)N7C4=NN=C7C)=O)=O)C(C)(C)C)=O)C1,PAPER,UAQDCZFGBBSHLT-PBSGCNNPSA-N,OPSIN + PUBCHEM,Brd4 short,VHL,Western Blot,HeLa cells,100,nM,24,96,24.0,,UAQDCZFGBBSHLT
