Verification_Results,DOI,Compound_Name,IUPAC_Name,SMILES,SMILES_Source,Degradation_Target,Recruiter,Assay,Cell_Line,DC50,DC50_units,DC50_h,Dmax,Dmax_h,Dmax_conc,Standard_InChIKey,Standard_InChIKey_Source,IUPAC_Name_Source,Connectivity_Key
True,10.1038/s41467-025-58431-z,PVTX-405,"(3S)-3-[1'-[[3-(1-methylpyrazol-4-yl)phenyl]methyl]-6-oxospiro[2,8-dihydrofuro[2,3-e]isoindole-3,4'-piperidine]-7-yl]piperidine-2,6-dione",CN1C=C(C=N1)C2=CC=CC(=C2)CN3CCC4(CC3)COC5=C4C=CC6=C5CN(C6=O)[C@H]7CCC(=O)NC7=O,PUBCHEM,IKZF3,CRBN,HiBiT degradation assay,HEK293,> 10000,nM,6,17,6,,SITNTOVOBBQZJQ-VWLOTQADSA-N,PUBCHEM,PUBCHEM,SITNTOVOBBQZJQ
True,10.1038/s41467-025-58431-z,DKY709,"3-[6-(1-benzylpiperidin-4-yl)-3-oxo-1H-isoindol-2-yl]piperidine-2,6-dione",C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC(=C3)C4CCN(CC4)CC5=CC=CC=C5,PUBCHEM,IKZF3,CRBN,HiBiT degradation assay,HEK293,> 10000,nM,6,20,6,,OMISHRJQMYQPMG-UHFFFAOYSA-N,PUBCHEM,PUBCHEM,OMISHRJQMYQPMG
True,10.1038/s41467-025-58431-z,PVTX-405,"(3S)-3-[1'-[[3-(1-methylpyrazol-4-yl)phenyl]methyl]-6-oxospiro[2,8-dihydrofuro[2,3-e]isoindole-3,4'-piperidine]-7-yl]piperidine-2,6-dione",CN1C=C(C=N1)C2=CC=CC(=C2)CN3CCC4(CC3)COC5=C4C=CC6=C5CN(C6=O)[C@H]7CCC(=O)NC7=O,PUBCHEM,SALL4,CRBN,HiBiT degradation assay,HEK293,>1000,nM,6,33,6,,SITNTOVOBBQZJQ-VWLOTQADSA-N,PUBCHEM,PUBCHEM,SITNTOVOBBQZJQ
True,10.1038/s41467-025-58431-z,DKY709,"3-[6-(1-benzylpiperidin-4-yl)-3-oxo-1H-isoindol-2-yl]piperidine-2,6-dione",C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC(=C3)C4CCN(CC4)CC5=CC=CC=C5,PUBCHEM,IKZF1,CRBN,HiBiT degradation assay,HEK293,> 10000,nM,6,14,6,,OMISHRJQMYQPMG-UHFFFAOYSA-N,PUBCHEM,PUBCHEM,OMISHRJQMYQPMG
True,10.1038/s41467-025-58431-z,5,,,,SALL4,CRBN,HiBiT degradation assay,HEK293,>1000,nM,6,33,6,,,,,
True,10.1038/s41467-025-58431-z,10,,,,IKZF2,CRBN,HiBiT degradation assay,HEK293,,,6,39,6,,,,,
True,10.1038/s41467-025-58431-z,PVTX-405,"(3S)-3-[1'-[[3-(1-methylpyrazol-4-yl)phenyl]methyl]-6-oxospiro[2,8-dihydrofuro[2,3-e]isoindole-3,4'-piperidine]-7-yl]piperidine-2,6-dione",CN1C=C(C=N1)C2=CC=CC(=C2)CN3CCC4(CC3)COC5=C4C=CC6=C5CN(C6=O)[C@H]7CCC(=O)NC7=O,PUBCHEM,IKZF1,CRBN,HiBiT degradation assay,HEK293,> 10000,nM,6,11,6,,SITNTOVOBBQZJQ-VWLOTQADSA-N,PUBCHEM,PUBCHEM,SITNTOVOBBQZJQ
True,10.1038/s41586-024-07089-6,IBG1,"Methyl (S)-2-(4-(4'-((4-(N-(3-cyano-4-methyl-1H-indol-7-yl)sulfamoyl)benzyl)carbamoyl)-[1,1'-biphenyl]-4-yl)-2,3,9-trimethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepin-6-yl)acetate",C(#N)C1=CNC2=C(C=CC(=C12)C)NS(=O)(=O)C1=CC=C(CNC(=O)C2=CC=C(C=C2)C2=CC=C(C=C2)C2=N[C@H](C=3N(C4=C2C(=C(S4)C)C)C(=NN3)C)CC(=O)OC)C=C1,OPSIN,BRD4,DCAF16,,,0.15,nM,,,,,HHSZFSOLNUHGMP-BHVANESWSA-N,OPSIN,,HHSZFSOLNUHGMP
True,10.1038/s41586-024-07089-6,IBG3,"tert-Butyl 2-((S)-4-(4-((4'-((S)-6-(2-(tert-butoxy)-2-oxoethyl)-2,3,9-trimethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepin-4-yl)-[1,1'-biphenyl]-4-carboxamido)methyl)phenyl)-2,3,9-trimethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepin-6-yl)acetate",C(C)(C)(C)OC(C[C@H]1C=2N(C3=C(C(=N1)C1=CC=C(C=C1)C1=CC=C(C=C1)C(=O)NCC1=CC=C(C=C1)C1=N[C@H](C=4N(C5=C1C(=C(S5)C)C)C(=NN4)C)CC(=O)OC(C)(C)C)C(=C(S3)C)C)C(=NN2)C)=O,OPSIN,BRD2,DCAF16,FACS dual fluorescence reporter assay,KBM7,0.0086,nM,6 h,,,,MRIUQCAXSFYTQZ-YATWDLPUSA-N,OPSIN,,MRIUQCAXSFYTQZ
True,10.1038/s41586-024-07089-6,IBG3,"tert-Butyl 2-((S)-4-(4-((4'-((S)-6-(2-(tert-butoxy)-2-oxoethyl)-2,3,9-trimethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepin-4-yl)-[1,1'-biphenyl]-4-carboxamido)methyl)phenyl)-2,3,9-trimethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepin-6-yl)acetate",C(C)(C)(C)OC(C[C@H]1C=2N(C3=C(C(=N1)C1=CC=C(C=C1)C1=CC=C(C=C1)C(=O)NCC1=CC=C(C=C1)C1=N[C@H](C=4N(C5=C1C(=C(S5)C)C)C(=NN4)C)CC(=O)OC(C)(C)C)C(=C(S3)C)C)C(=NN2)C)=O,OPSIN,BRD4,DCAF16,FACS dual fluorescence reporter assay,KBM7,0.0067,nM,6 h,,,,MRIUQCAXSFYTQZ-YATWDLPUSA-N,OPSIN,,MRIUQCAXSFYTQZ
True,10.1038/s41589-023-01409-z,Z10,,,,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,219,nM,5,,,,,,,
True,10.1038/s41589-023-01409-z,DS69,(R)-2-((9-isopropyl-6-((3-(6-methylpyridin-2-yl)propyl)amino)-9H-purin-2-yl)amino)butan-1-ol,C(C)(C)N1C2=NC(=NC(=C2N=C1)NCCCC1=NC(=CC=C1)C)N[C@@H](CO)CC,OPSIN,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,217,nM,5,,,,IYNJPMYEAQNCBL-MRXNPFEDSA-N,OPSIN,,IYNJPMYEAQNCBL
True,10.1038/s41589-023-01409-z,DS19,9-isopropyl-2-morpholino-N-(4-(pyridin-2-yl)benzyl)-9H-purin-6-amine,C(C)(C)N1C2=NC(=NC(=C2N=C1)NCC1=CC=C(C=C1)C1=NC=CC=C1)N1CCOCC1,OPSIN,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,62,nM,5,,,,LQFDMFLOSFCOEO-UHFFFAOYSA-N,OPSIN,,LQFDMFLOSFCOEO
True,10.1038/s41589-023-01409-z,SR-4835,"N-[(5,6-dichloro-1H-benzimidazol-2-yl)methyl]-9-(1-methylpyrazol-4-yl)-2-morpholin-4-ylpurin-6-amine",CN1C=C(C=N1)N2C=NC3=C(N=C(N=C32)N4CCOCC4)NCC5=NC6=CC(=C(C=C6N5)Cl)Cl,PUBCHEM,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,14,nM,5,,,,FSELUFUYNUNZKD-UHFFFAOYSA-N,PUBCHEM,PUBCHEM,FSELUFUYNUNZKD
True,10.1038/s41589-023-01409-z,DS72,"8-bromo-N-((4,5-difluoro-1H-benzo[d]imidazol-2-yl)methyl)-2-morpholinopyrazolo[1,5-a][1,3,5]triazin-4-amine",BrC=1C=NN2C1N=C(N=C2NCC2=NC1=C(N2)C=CC(=C1F)F)N1CCOCC1,OPSIN,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,6,nM,5,,,,OQEZGFYMQUIYPA-UHFFFAOYSA-N,OPSIN,,OQEZGFYMQUIYPA
True,10.1038/s41589-023-01409-z,DS30,(R)-2-((9-isopropyl-6-((3-(m-tolyl)propyl)amino)-9H-purin-2-yl)amino)butan-1-ol,C(C)(C)N1C2=NC(=NC(=C2N=C1)NCCCC1=CC(=CC=C1)C)N[C@@H](CO)CC,OPSIN,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,78,nM,5,,,,IAQVCGQJJMTIMM-GOSISDBHSA-N,OPSIN,,IAQVCGQJJMTIMM
True,10.1038/s41589-023-01409-z,DS22,"(R)-2-((6-(((5,6-dichloro-1H-benzo[d]imidazol-2-yl)methyl)amino)-9-(1-methyl-1H-pyrazol-4 yl)-9H-purin-2-yl)amino)butan-1-ol",ClC1=CC2=C(NC(=N2)CNC2=C3N=CN(C3=NC(=N2)N[C@@H](CO)CC)C=2C=NN(C2)C)C=C1Cl,OPSIN,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,109,nM,5,,,,QUGBKWYKYATQSZ-LLVKDONJSA-N,OPSIN,,QUGBKWYKYATQSZ
True,10.1038/s41589-023-01409-z,DS68,(R)-3-(3-((2-((1-hydroxybutan-2-yl)amino)-9-isopropyl-9H-purin-6-yl)amino)propyl)phenol,OC[C@@H](CC)NC1=NC(=C2N=CN(C2=N1)C(C)C)NCCCC=1C=C(C=CC1)O,OPSIN,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,571,nM,5,,,,WREYDFZOQPABSD-MRXNPFEDSA-N,OPSIN,,WREYDFZOQPABSD
True,10.1038/s41589-023-01409-z,DS74,"N-((5,6-dichloro-1H-benzo[d]imidazol-2-yl)methyl)-8-(1-methyl-1H-pyrazol-4-yl)-2 morpholinopyrazolo[1,5-a][1,3,5]triazin-4-amine",ClC1=CC2=C(NC(=N2)CNC2=NC(=NC=3N2N=CC3C=3C=NN(C3)C)N3CCOCC3)C=C1Cl,OPSIN,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,51,nM,5,,,,RSUMIRUUOWUKDK-UHFFFAOYSA-N,OPSIN,,RSUMIRUUOWUKDK
True,10.1038/s41589-023-01409-z,DS48,"N2-((3,5-dichloropyridin-4-yl)methyl)-9-isopropyl-N6-(4-(pyridin-2-yl)benzyl)-9H-purine-2,6 diamine",ClC=1C=NC=C(C1CNC1=NC(=C2N=CN(C2=N1)C(C)C)NCC1=CC=C(C=C1)C1=NC=CC=C1)Cl,OPSIN,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,366,nM,5,,,,YENZFYNZBFLBNQ-UHFFFAOYSA-N,OPSIN,,YENZFYNZBFLBNQ
True,10.1038/s41589-023-01409-z,DS43,(R)-2-((6-(((1-(3-chlorophenyl)-1H-pyrazol-3-yl)methyl)amino)-9-isopropyl-9H-purin-2 yl)amino)butan-1-ol,ClC=1C=C(C=CC1)N1N=C(C=C1)CNC1=C2N=CN(C2=NC(=N1)N[C@@H](CO)CC)C(C)C,OPSIN,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,75,nM,5,,,,XQOCHZAMFJBROM-MRXNPFEDSA-N,OPSIN,,XQOCHZAMFJBROM
True,10.1038/s41589-023-01409-z,DS18,"N-((5,6-dichloro-1H-benzo[d]imidazol-2-yl)methyl)-9-isopropyl-2-morpholino-9H-purin-6 amine",ClC1=CC2=C(NC(=N2)CNC2=C3N=CN(C3=NC(=N2)N2CCOCC2)C(C)C)C=C1Cl,OPSIN,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,13,nM,5,,,,DPCUNIIUTMKIKJ-UHFFFAOYSA-N,OPSIN,,DPCUNIIUTMKIKJ
True,10.1038/s41589-023-01409-z,DS29,(R)-2-((6-((3-(3-fluorophenyl)propyl)amino)-9-isopropyl-9H-purin-2-yl)amino)butan-1-ol,FC=1C=C(C=CC1)CCCNC1=C2N=CN(C2=NC(=N1)N[C@@H](CO)CC)C(C)C,OPSIN,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,253,nM,5,,,,CQVNQDCOBDXVMZ-QGZVFWFLSA-N,OPSIN,,CQVNQDCOBDXVMZ
True,10.1038/s41589-023-01409-z,dCeMM2,"N-(5-chloro-2-pyridinyl)-2-(5H-[1,2,4]triazino[5,6-b]indol-3-ylsulfanyl)acetamide",C1=CC=C2C(=C1)C3=C(N2)N=C(N=N3)SCC(=O)NC4=NC=C(C=C4)Cl,PUBCHEM,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,633,nM,5,,,,VFWVTIHYVUKNGR-UHFFFAOYSA-N,PUBCHEM,PUBCHEM,VFWVTIHYVUKNGR
True,10.1038/s41589-023-01409-z,DS53,"(R)-2-((6-(([2,4'-bipyridin]-5-ylmethyl)amino)-9-isopropyl-9H-purin-2-yl)amino)butan-1-ol",N1=C(C=CC(=C1)CNC1=C2N=CN(C2=NC(=N1)N[C@@H](CO)CC)C(C)C)C1=CC=NC=C1,OPSIN,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,260,nM,5,,,,NPMNSMOOUPMFMV-GOSISDBHSA-N,OPSIN,,NPMNSMOOUPMFMV
True,10.1038/s41589-023-01409-z,Z12,,,,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,3492,nM,5,,,,,,,
True,10.1038/s41589-023-01409-z,DS47,(2S)-5-(carbamoylamino)-N-[4-(hydroxymethyl)phenyl]-2-[[(2S)-3-methyl-2-[[9-propan-2-yl-6-[(4-pyridin-2-ylphenyl)methylamino]purin-2-yl]amino]butanoyl]amino]pentanamide,CC(C)[C@@H](C(=O)N[C@@H](CCCNC(=O)N)C(=O)NC1=CC=C(C=C1)CO)NC2=NC(=C3C(=N2)N(C=N3)C(C)C)NCC4=CC=C(C=C4)C5=CC=CC=N5,PUBCHEM,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,4390,nM,5,,,,LVVKHGPMCAECNF-CONSDPRKSA-N,PUBCHEM,PUBCHEM,LVVKHGPMCAECNF
True,10.1038/s41589-023-01409-z,WX3,"(R)-6'-(((2-((1-hydroxybutan-2-yl)amino)-9-isopropyl-9H-purin-6-yl)amino)methyl)-[2,3' bipyridin]-2'(1'H)-one",OC[C@@H](CC)NC1=NC(=C2N=CN(C2=N1)C(C)C)NCC1=CC=C(C(N1)=O)C1=NC=CC=C1,OPSIN,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,23,nM,5,,,,ZZMGLCCXIBNSGN-OAHLLOKOSA-N,OPSIN,,ZZMGLCCXIBNSGN
True,10.1038/s41589-023-01409-z,THAL-SNS032,"N-[5-[(5-tert-butyl-1,3-oxazol-2-yl)methylsulfanyl]-1,3-thiazol-2-yl]-1-[2-[2-[2-[2-[2-[[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]amino]ethoxy]ethoxy]ethoxy]ethylamino]-2-oxoethyl]piperidine-4-carboxamide",CC(C)(C)C1=CN=C(O1)CSC2=CN=C(S2)NC(=O)C3CCN(CC3)CC(=O)NCCOCCOCCOCCNC4=CC=CC5=C4C(=O)N(C5=O)C6CCC(=O)NC6=O,PUBCHEM,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,<50,nM,5,,,,BXDZOYLPNAIDOC-UHFFFAOYSA-N,PUBCHEM,PUBCHEM,BXDZOYLPNAIDOC
True,10.1038/s41589-023-01409-z,Z11,,,,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,436,nM,5,,,,,,,
True,10.1038/s41589-023-01409-z,WX4,"(R)-2-((6-(((4-(1,3-dioxolan-2-yl)-[2,2'-bipyridin]-5-yl)methyl)amino)-9-isopropyl-9H-purin-2 yl)amino)butan-1-ol",O1C(OCC1)C1=CC(=NC=C1CNC1=C2N=CN(C2=NC(=N1)N[C@@H](CO)CC)C(C)C)C1=NC=CC=C1,OPSIN,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,365,nM,5,,,,JTQIVHHWKGMCSQ-GOSISDBHSA-N,OPSIN,,JTQIVHHWKGMCSQ
True,10.1038/s41589-023-01409-z,DS45,(R)-2-((9-isopropyl-6-((4-(pyridin-3-yl)benzyl)amino)-9H-purin-2-yl)amino)butan-1-ol,C(C)(C)N1C2=NC(=NC(=C2N=C1)NCC1=CC=C(C=C1)C=1C=NC=CC1)N[C@@H](CO)CC,OPSIN,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,36,nM,5,,,,AXLQKORZTHWACD-HXUWFJFHSA-N,OPSIN,,AXLQKORZTHWACD
True,10.1038/s41589-023-01409-z,DS57,"N2-(2-(1H-pyrazol-4-yl)ethyl)-N6-((5,6-dichloro-1H-benzo[d]imidazol-2-yl)methyl)-9-(1-methyl-1H-pyrazol-4-yl)-9H-purine-2,6-diamine",N1N=CC(=C1)CCNC1=NC(=C2N=CN(C2=N1)C=1C=NN(C1)C)NCC1=NC2=C(N1)C=C(C(=C2)Cl)Cl,OPSIN,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,587,nM,5,,,,DKIVKUGXNDYWCX-UHFFFAOYSA-N,OPSIN,,DKIVKUGXNDYWCX
True,10.1038/s41589-023-01409-z,DS61,(R)-2-((6-((4-(2-hydroxyethoxy)benzyl)amino)-9-isopropyl-9H-purin-2-yl)amino)butan-1-ol,OCCOC1=CC=C(CNC2=C3N=CN(C3=NC(=N2)N[C@@H](CO)CC)C(C)C)C=C1,OPSIN,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,917,nM,5,,,,AFLLXNOWMGJTAA-MRXNPFEDSA-N,OPSIN,,AFLLXNOWMGJTAA
True,10.1038/s41589-023-01409-z,DS28,(S)-2-((9-isopropyl-6-((4-(pyridin-2-yl)benzyl)amino)-9H-purin-2-yl)amino)butan-1-ol,C(C)(C)N1C2=NC(=NC(=C2N=C1)NCC1=CC=C(C=C1)C1=NC=CC=C1)N[C@H](CO)CC,OPSIN,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,27,nM,5,,,,HOCBJBNQIQQQGT-IBGZPJMESA-N,OPSIN,,HOCBJBNQIQQQGT
True,10.1038/s41589-023-01409-z,DS71,"8-bromo-N-((4,5-difluoro-1H-benzo[d]imidazol-2-yl)methyl)-2-(4-methylpiperazin-1 yl)pyrazolo[1,5-a][1,3,5]triazin-4-amine",BrC=1C=NN2C1N=C(N=C2NCC2=NC1=C(N2)C=CC(=C1F)F)N1CCN(CC1)C,OPSIN,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,4,nM,5,,,,PPZYKPKJVAUJRL-UHFFFAOYSA-N,OPSIN,,PPZYKPKJVAUJRL
True,10.1038/s41589-023-01409-z,DS67,(R)-2-((6-((3-(3-ethylphenyl)propyl)amino)-9-isopropyl-9H-purin-2-yl)amino)butan-1-ol,C(C)C=1C=C(C=CC1)CCCNC1=C2N=CN(C2=NC(=N1)N[C@@H](CO)CC)C(C)C,OPSIN,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,219,nM,5,,,,ZELMGONKTIAQJA-LJQANCHMSA-N,OPSIN,,ZELMGONKTIAQJA
True,10.1038/s41589-023-01409-z,DS08,(R)-2-((9-isopropyl-6-((naphthalen-2-ylmethyl)amino)-9H-purin-2-yl)amino)butan-1-ol,C(C)(C)N1C2=NC(=NC(=C2N=C1)NCC1=CC2=CC=CC=C2C=C1)N[C@@H](CO)CC,OPSIN,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,724,nM,5,,,,WKFFSBIHJSFZMR-LJQANCHMSA-N,OPSIN,,WKFFSBIHJSFZMR
True,10.1126/science.adk4422,pomalidomide,"4-amino-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione",C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,PUBCHEM,eGFP (fused to SD40 F18Q),CRBN,Flow cytometry (eGFP:mCherry reporter),HEK293T,0.177,nM,,,,,UVSMNLNDYGZFPF-UHFFFAOYSA-N,PUBCHEM,PUBCHEM,UVSMNLNDYGZFPF
True,10.1126/science.adk4422,PT-179,"2-(2,6-dioxopiperidin-3-yl)-5-morpholin-4-ylisoindole-1,3-dione",C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C=C(C=C3)N4CCOCC4,PUBCHEM,eGFP (fused to SD36),CRBN,Flow cytometry (eGFP:mCherry reporter),NIH 3T3,372.0,nM,≥20,,,,CCCSRHUSXCBFJZ-UHFFFAOYSA-N,PUBCHEM,PUBCHEM,CCCSRHUSXCBFJZ
True,10.1126/science.adk4422,PT-179,"2-(2,6-dioxopiperidin-3-yl)-5-morpholin-4-ylisoindole-1,3-dione",C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C=C(C=C3)N4CCOCC4,PUBCHEM,eGFP (fused to SD56),CRBN,Flow cytometry (eGFP:mCherry reporter),NIH 3T3,70.0,nM,≥20,,,,CCCSRHUSXCBFJZ-UHFFFAOYSA-N,PUBCHEM,PUBCHEM,CCCSRHUSXCBFJZ
True,10.1186/s13045-024-01592-z,MGD-4,,,,CK1α,CRBN,HiBiT luminescence assay,HEK293T,> 10000,nM,24,,,,,,,
True,10.1186/s13045-024-01592-z,pomalidomide,"4-amino-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione",C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,PUBCHEM,IKZF1,CRBN,HiBiT luminescence assay,HEK293T,292.9,nM,24,75.1,24.0,,UVSMNLNDYGZFPF-UHFFFAOYSA-N,PUBCHEM,PUBCHEM,UVSMNLNDYGZFPF
