DOI,Compound_Name,IUPAC_Name,IUPAC_Name_Source,SMILES,SMILES_Source,Standard_InChIKey,Standard_InChIKey_Source,Degradation_Target,Recruiter,Assay,Cell_Line,DC50,DC50_units,DC50_h,Dmax,Dmax_h,Dmax_conc,Connectivity_Key
10.1038/s41467-025-58431-z,DKY709,"3-[6-(1-benzylpiperidin-4-yl)-3-oxo-1H-isoindol-2-yl]piperidine-2,6-dione",PUBCHEM,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC(=C3)C4CCN(CC4)CC5=CC=CC=C5,PUBCHEM,OMISHRJQMYQPMG-UHFFFAOYSA-N,PUBCHEM,IKZF1,CRBN,HiBiT,HEK293,>10000,nM,6,14,6.0,,OMISHRJQMYQPMG
10.1038/s41467-025-58431-z,DKY709,"3-[6-(1-benzylpiperidin-4-yl)-3-oxo-1H-isoindol-2-yl]piperidine-2,6-dione",PUBCHEM,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC(=C3)C4CCN(CC4)CC5=CC=CC=C5,PUBCHEM,OMISHRJQMYQPMG-UHFFFAOYSA-N,PUBCHEM,IKZF3,CRBN,HiBiT,HEK293,>10000,nM,6,20,6.0,,OMISHRJQMYQPMG
10.1038/s41467-025-58431-z,DKY709,"3-[6-(1-benzylpiperidin-4-yl)-3-oxo-1H-isoindol-2-yl]piperidine-2,6-dione",PUBCHEM,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC(=C3)C4CCN(CC4)CC5=CC=CC=C5,PUBCHEM,OMISHRJQMYQPMG-UHFFFAOYSA-N,PUBCHEM,SALL4,CRBN,HiBiT,HEK293,4.9,nM,6,55,6.0,,OMISHRJQMYQPMG
10.1038/s41467-025-58431-z,DKY709,"3-[6-(1-benzylpiperidin-4-yl)-3-oxo-1H-isoindol-2-yl]piperidine-2,6-dione",PUBCHEM,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC(=C3)C4CCN(CC4)CC5=CC=CC=C5,PUBCHEM,OMISHRJQMYQPMG-UHFFFAOYSA-N,PUBCHEM,GSPT1,CRBN,HiBiT,HEK293,>10000,nM,6,16,6.0,,OMISHRJQMYQPMG
10.1038/s41467-025-58431-z,DKY709,"3-[6-(1-benzylpiperidin-4-yl)-3-oxo-1H-isoindol-2-yl]piperidine-2,6-dione",PUBCHEM,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC(=C3)C4CCN(CC4)CC5=CC=CC=C5,PUBCHEM,OMISHRJQMYQPMG-UHFFFAOYSA-N,PUBCHEM,CK1α,CRBN,HiBiT,HEK293,>10000,nM,6,15,6.0,,OMISHRJQMYQPMG
10.1038/s41467-025-58431-z,5,"3-(1'-benzyl-6-oxo-6,8-dihydro-2H,7H-spiro[furo[2,3-e]isoindole3,4'-piperidin]-7-yl)piperidine-2,6-dione",PAPER,C(C1=CC=CC=C1)N1CCC2(CC1)COC1=C3CN(C(C3=CC=C12)=O)C1C(NC(CC1)=O)=O,OPSIN,HZXUBAMXBADXJI-UHFFFAOYSA-N,OPSIN,IKZF2,CRBN,HiBiT,HEK293,9.7,nM,6,70,6.0,,HZXUBAMXBADXJI
10.1038/s41467-025-58431-z,5,"3-(1'-benzyl-6-oxo-6,8-dihydro-2H,7H-spiro[furo[2,3-e]isoindole3,4'-piperidin]-7-yl)piperidine-2,6-dione",PAPER,C(C1=CC=CC=C1)N1CCC2(CC1)COC1=C3CN(C(C3=CC=C12)=O)C1C(NC(CC1)=O)=O,OPSIN,HZXUBAMXBADXJI-UHFFFAOYSA-N,OPSIN,IKZF1,CRBN,HiBiT,HEK293,>10000,nM,6,5,6.0,,HZXUBAMXBADXJI
10.1038/s41467-025-58431-z,5,"3-(1'-benzyl-6-oxo-6,8-dihydro-2H,7H-spiro[furo[2,3-e]isoindole3,4'-piperidin]-7-yl)piperidine-2,6-dione",PAPER,C(C1=CC=CC=C1)N1CCC2(CC1)COC1=C3CN(C(C3=CC=C12)=O)C1C(NC(CC1)=O)=O,OPSIN,HZXUBAMXBADXJI-UHFFFAOYSA-N,OPSIN,IKZF3,CRBN,HiBiT,HEK293,>10000,nM,6,7,6.0,,HZXUBAMXBADXJI
10.1038/s41467-025-58431-z,5,"3-(1'-benzyl-6-oxo-6,8-dihydro-2H,7H-spiro[furo[2,3-e]isoindole3,4'-piperidin]-7-yl)piperidine-2,6-dione",PAPER,C(C1=CC=CC=C1)N1CCC2(CC1)COC1=C3CN(C(C3=CC=C12)=O)C1C(NC(CC1)=O)=O,OPSIN,HZXUBAMXBADXJI-UHFFFAOYSA-N,OPSIN,SALL4,CRBN,HiBiT,HEK293,>1000,nM,6,33,6.0,,HZXUBAMXBADXJI
10.1038/s41467-025-58431-z,5,"3-(1'-benzyl-6-oxo-6,8-dihydro-2H,7H-spiro[furo[2,3-e]isoindole3,4'-piperidin]-7-yl)piperidine-2,6-dione",PAPER,C(C1=CC=CC=C1)N1CCC2(CC1)COC1=C3CN(C(C3=CC=C12)=O)C1C(NC(CC1)=O)=O,OPSIN,HZXUBAMXBADXJI-UHFFFAOYSA-N,OPSIN,GSPT1,CRBN,HiBiT,HEK293,>10000,nM,6,0,6.0,,HZXUBAMXBADXJI
10.1038/s41467-025-58431-z,5,"3-(1'-benzyl-6-oxo-6,8-dihydro-2H,7H-spiro[furo[2,3-e]isoindole3,4'-piperidin]-7-yl)piperidine-2,6-dione",PAPER,C(C1=CC=CC=C1)N1CCC2(CC1)COC1=C3CN(C(C3=CC=C12)=O)C1C(NC(CC1)=O)=O,OPSIN,HZXUBAMXBADXJI-UHFFFAOYSA-N,OPSIN,CK1α,CRBN,HiBiT,HEK293,>10000,nM,6,12,6.0,,HZXUBAMXBADXJI
10.1038/s41467-025-58431-z,7,"3-(6'-oxo-4-phenoxy-6',8'-dihydro-2'H,7'H-spiro[cyclohexane-1,3'-furo[2,3-e]isoindol]-7'-yl)piperidine-2,6-dione",PAPER,O=C1N(CC2=C3C(=CC=C12)C1(CO3)CCC(CC1)OC1=CC=CC=C1)C1C(NC(CC1)=O)=O,OPSIN,ITFRCOVKUZIAMR-UHFFFAOYSA-N,OPSIN,IKZF2,CRBN,HiBiT,HEK293,,,6,38,6.0,,ITFRCOVKUZIAMR
10.1038/s41467-025-58431-z,8,"3-(1'-benzyl-6-oxo-6,8-dihydro-2H,7H-spiro[furo[2,3-e]isoindole3,3'-pyrrolidin]-7-yl)piperidine-2,6-dione",PAPER,C(C1=CC=CC=C1)N1CC2(CC1)COC1=C3CN(C(C3=CC=C12)=O)C1C(NC(CC1)=O)=O,OPSIN,BEOFMHXYIMYEEF-UHFFFAOYSA-N,OPSIN,IKZF2,CRBN,HiBiT,HEK293,,,6,33,6.0,,BEOFMHXYIMYEEF
10.1038/s41467-025-58431-z,9,"3-(1-benzyl-6'-oxo-6',8'-dihydro-2'H,7'H-spiro[azepane-4,3'-furo[2,3-e]isoindol]-7'-yl)piperidine-2,6-dione",PAPER,C(C1=CC=CC=C1)N1CCC2(COC3=C4CN(C(C4=CC=C32)=O)C3C(NC(CC3)=O)=O)CCC1,OPSIN,MGLPMJGCWIFUII-UHFFFAOYSA-N,OPSIN,IKZF2,CRBN,HiBiT,HEK293,,,6,17,6.0,,MGLPMJGCWIFUII
10.1038/s41467-025-58431-z,10,"3-(1-benzyl-7'-oxo-2',3',7',9'-tetrahydro-8'H-spiro[piperidine-4,4'-pyrano[2,3-e]isoindol]-8'-yl)piperidine-2,6-dione ",PAPER,C(C1=CC=CC=C1)N1CCC2(CCOC3=C4CN(C(C4=CC=C32)=O)C3C(NC(CC3)=O)=O)CC1,OPSIN,HWZFHSSJLMHYFL-UHFFFAOYSA-N,OPSIN,IKZF2,CRBN,HiBiT,HEK293,,,6,39,6.0,,HWZFHSSJLMHYFL
10.1038/s41467-025-58431-z,11,"3-(1'-benzyl-3'-hydroxy-6-oxo-6,8-dihydro-2H,7H-spiro[furo[2,3-e]isoindole-3,4'-piperidin]-7-yl)piperidine-2,6-dione",PAPER,C(C1=CC=CC=C1)N1CC(C2(CC1)COC1=C3CN(C(C3=CC=C12)=O)C1C(NC(CC1)=O)=O)O,OPSIN,SKXWODBULYQGBD-UHFFFAOYSA-N,OPSIN,IKZF2,CRBN,HiBiT,HEK293,>1000,nM,6,39,6.0,,SKXWODBULYQGBD
10.1038/s41467-025-58431-z,12,"3-(1'-benzyl-3',3'-difluoro-6-oxo-6,8-dihydro-2H,7H-spiro[furo[2,3-e]isoindole-3,4'-piperidin]-7-yl)piperidine-2,6-dione",PAPER,C(C1=CC=CC=C1)N1CC(C2(CC1)COC1=C3CN(C(C3=CC=C12)=O)C1C(NC(CC1)=O)=O)(F)F,OPSIN,CHGKZAOCSPXMAR-UHFFFAOYSA-N,OPSIN,IKZF2,CRBN,HiBiT,HEK293,5.7,nM,6,68,6.0,,CHGKZAOCSPXMAR
10.1038/s41467-025-58431-z,13,"3-(1'-(cyclohexylmethyl)-6-oxo-6,8-dihydro-2H,7H-spiro[furo[2,3-e]isoindole-3,4'-piperidin]-7-yl)piperidine-2,6-dione",PAPER,C1(CCCCC1)CN1CCC2(CC1)COC1=C3CN(C(C3=CC=C12)=O)C1C(NC(CC1)=O)=O,OPSIN,OJSPFOUZDGKFOA-UHFFFAOYSA-N,OPSIN,IKZF2,CRBN,HiBiT,HEK293,16,nM,6,69,6.0,,OJSPFOUZDGKFOA
10.1038/s41467-025-58431-z,14,"3-(6-oxo-1'-(pyridin-2-ylmethyl)-6,8-dihydro-2H,7H-spiro[furo[2,3-e]isoindole-3,4'-piperidin]-7-yl)piperidine-2,6-dione",PAPER,O=C1N(CC2=C3C(=CC=C12)C1(CCN(CC1)CC1=NC=CC=C1)CO3)C3C(NC(CC3)=O)=O,OPSIN,YZHAQINEPFJCRZ-UHFFFAOYSA-N,OPSIN,IKZF2,CRBN,HiBiT,HEK293,18,nM,6,64,6.0,,YZHAQINEPFJCRZ
10.1038/s41467-025-58431-z,15,"3-(6-oxo-1'-(thiophen-3-ylmethyl)-6,8-dihydro-2H,7H-spiro[furo[2,3-e]isoindole-3,4'-piperidin]-7-yl)piperidine-2,6-dione",PAPER,O=C1N(CC2=C3C(=CC=C12)C1(CCN(CC1)CC1=CSC=C1)CO3)C3C(NC(CC3)=O)=O,OPSIN,NOQRUWPFICADHE-UHFFFAOYSA-N,OPSIN,IKZF2,CRBN,HiBiT,HEK293,5.9,nM,6,84,6.0,,NOQRUWPFICADHE
10.1038/s41467-025-58431-z,16,"3-(1'-(3-(1-methyl-1H-pyrazol-4-yl)benzyl)-6-oxo-6,8-dihydro2H,7H-spiro[furo[2,3-e]isoindole-3,4'-piperidin]-7-yl)piperidine-2,6-dione",PAPER,CN1N=CC(=C1)C=1C=C(CN2CCC3(CC2)COC2=C4CN(C(C4=CC=C23)=O)C2C(NC(CC2)=O)=O)C=CC1,OPSIN,SITNTOVOBBQZJQ-UHFFFAOYSA-N,OPSIN,IKZF2,CRBN,HiBiT,HEK293,0.8,nM,6,89,6.0,,SITNTOVOBBQZJQ
10.1038/s41467-025-58431-z,PVTX-405,"(S)-3-(1'-(3-(1-methyl-1H-pyrazol-4-yl)benzyl)-6-oxo-6,8-dihydro-2H,7H-spiro[furo[2,3-e]isoindole-3,4'-piperidin]-7-yl)piperidine-2,6-dione",PAPER,CN1C=C(C=N1)C2=CC=CC(=C2)CN3CCC4(CC3)COC5=C4C=CC6=C5CN(C6=O)[C@H]7CCC(=O)NC7=O,PUBCHEM,SITNTOVOBBQZJQ-VWLOTQADSA-N,PUBCHEM,IKZF2,CRBN,HiBiT,HEK293,0.7,nM,6,91,6.0,,SITNTOVOBBQZJQ
10.1038/s41467-025-58431-z,PVTX-405,"(S)-3-(1'-(3-(1-methyl-1H-pyrazol-4-yl)benzyl)-6-oxo-6,8-dihydro-2H,7H-spiro[furo[2,3-e]isoindole-3,4'-piperidin]-7-yl)piperidine-2,6-dione",PAPER,CN1C=C(C=N1)C2=CC=CC(=C2)CN3CCC4(CC3)COC5=C4C=CC6=C5CN(C6=O)[C@H]7CCC(=O)NC7=O,PUBCHEM,SITNTOVOBBQZJQ-VWLOTQADSA-N,PUBCHEM,IKZF1,CRBN,HiBiT,HEK293,>10000,nM,6,11,6.0,,SITNTOVOBBQZJQ
10.1038/s41467-025-58431-z,PVTX-405,"(S)-3-(1'-(3-(1-methyl-1H-pyrazol-4-yl)benzyl)-6-oxo-6,8-dihydro-2H,7H-spiro[furo[2,3-e]isoindole-3,4'-piperidin]-7-yl)piperidine-2,6-dione",PAPER,CN1C=C(C=N1)C2=CC=CC(=C2)CN3CCC4(CC3)COC5=C4C=CC6=C5CN(C6=O)[C@H]7CCC(=O)NC7=O,PUBCHEM,SITNTOVOBBQZJQ-VWLOTQADSA-N,PUBCHEM,IKZF3,CRBN,HiBiT,HEK293,>10000,nM,6,17,6.0,,SITNTOVOBBQZJQ
10.1038/s41467-025-58431-z,PVTX-405,"(S)-3-(1'-(3-(1-methyl-1H-pyrazol-4-yl)benzyl)-6-oxo-6,8-dihydro-2H,7H-spiro[furo[2,3-e]isoindole-3,4'-piperidin]-7-yl)piperidine-2,6-dione",PAPER,CN1C=C(C=N1)C2=CC=CC(=C2)CN3CCC4(CC3)COC5=C4C=CC6=C5CN(C6=O)[C@H]7CCC(=O)NC7=O,PUBCHEM,SITNTOVOBBQZJQ-VWLOTQADSA-N,PUBCHEM,SALL4,CRBN,HiBiT,HEK293,>1000,nM,6,33,6.0,,SITNTOVOBBQZJQ
10.1038/s41467-025-58431-z,PVTX-405,"(S)-3-(1'-(3-(1-methyl-1H-pyrazol-4-yl)benzyl)-6-oxo-6,8-dihydro-2H,7H-spiro[furo[2,3-e]isoindole-3,4'-piperidin]-7-yl)piperidine-2,6-dione",PAPER,CN1C=C(C=N1)C2=CC=CC(=C2)CN3CCC4(CC3)COC5=C4C=CC6=C5CN(C6=O)[C@H]7CCC(=O)NC7=O,PUBCHEM,SITNTOVOBBQZJQ-VWLOTQADSA-N,PUBCHEM,GSPT1,CRBN,HiBiT,HEK293,>10000,nM,6,14,6.0,,SITNTOVOBBQZJQ
10.1038/s41467-025-58431-z,PVTX-405,"(S)-3-(1'-(3-(1-methyl-1H-pyrazol-4-yl)benzyl)-6-oxo-6,8-dihydro-2H,7H-spiro[furo[2,3-e]isoindole-3,4'-piperidin]-7-yl)piperidine-2,6-dione",PAPER,CN1C=C(C=N1)C2=CC=CC(=C2)CN3CCC4(CC3)COC5=C4C=CC6=C5CN(C6=O)[C@H]7CCC(=O)NC7=O,PUBCHEM,SITNTOVOBBQZJQ-VWLOTQADSA-N,PUBCHEM,CK1α,CRBN,HiBiT,HEK293,>10000,nM,6,10,6.0,,SITNTOVOBBQZJQ
10.1038/s41467-025-58431-z,16b,"(R)-3-(1'-(3-(1-methyl-1H-pyrazol-4-yl)benzyl)-6-oxo-6,8-dihydro-2H,7Hspiro[furo[2,3-e]isoindole-3,4'-piperidin]-7-yl)piperidine-2,6-dione",PAPER,CN1N=CC(=C1)C=1C=C(CN2CCC3(CC2)COC2=C4CN(C(C4=CC=C23)=O)[C@H]2C(NC(CC2)=O)=O)C=CC1,OPSIN,SITNTOVOBBQZJQ-RUZDIDTESA-N,OPSIN,IKZF2,CRBN,HiBiT,HEK293,4.1,nM,6,89,6.0,,SITNTOVOBBQZJQ
10.1038/s41467-025-58431-z,16b,"(R)-3-(1'-(3-(1-methyl-1H-pyrazol-4-yl)benzyl)-6-oxo-6,8-dihydro-2H,7Hspiro[furo[2,3-e]isoindole-3,4'-piperidin]-7-yl)piperidine-2,6-dione",PAPER,CN1N=CC(=C1)C=1C=C(CN2CCC3(CC2)COC2=C4CN(C(C4=CC=C23)=O)[C@H]2C(NC(CC2)=O)=O)C=CC1,OPSIN,SITNTOVOBBQZJQ-RUZDIDTESA-N,OPSIN,IKZF1,CRBN,HiBiT,HEK293,>10000,nM,6,7,6.0,,SITNTOVOBBQZJQ
10.1038/s41467-025-58431-z,16b,"(R)-3-(1'-(3-(1-methyl-1H-pyrazol-4-yl)benzyl)-6-oxo-6,8-dihydro-2H,7Hspiro[furo[2,3-e]isoindole-3,4'-piperidin]-7-yl)piperidine-2,6-dione",PAPER,CN1N=CC(=C1)C=1C=C(CN2CCC3(CC2)COC2=C4CN(C(C4=CC=C23)=O)[C@H]2C(NC(CC2)=O)=O)C=CC1,OPSIN,SITNTOVOBBQZJQ-RUZDIDTESA-N,OPSIN,IKZF3,CRBN,HiBiT,HEK293,>10000,nM,6,9,6.0,,SITNTOVOBBQZJQ
10.1038/s41467-025-58431-z,16b,"(R)-3-(1'-(3-(1-methyl-1H-pyrazol-4-yl)benzyl)-6-oxo-6,8-dihydro-2H,7Hspiro[furo[2,3-e]isoindole-3,4'-piperidin]-7-yl)piperidine-2,6-dione",PAPER,CN1N=CC(=C1)C=1C=C(CN2CCC3(CC2)COC2=C4CN(C(C4=CC=C23)=O)[C@H]2C(NC(CC2)=O)=O)C=CC1,OPSIN,SITNTOVOBBQZJQ-RUZDIDTESA-N,OPSIN,SALL4,CRBN,HiBiT,HEK293,>1000,nM,6,27,6.0,,SITNTOVOBBQZJQ
10.1038/s41467-025-58431-z,16b,"(R)-3-(1'-(3-(1-methyl-1H-pyrazol-4-yl)benzyl)-6-oxo-6,8-dihydro-2H,7Hspiro[furo[2,3-e]isoindole-3,4'-piperidin]-7-yl)piperidine-2,6-dione",PAPER,CN1N=CC(=C1)C=1C=C(CN2CCC3(CC2)COC2=C4CN(C(C4=CC=C23)=O)[C@H]2C(NC(CC2)=O)=O)C=CC1,OPSIN,SITNTOVOBBQZJQ-RUZDIDTESA-N,OPSIN,GSPT1,CRBN,HiBiT,HEK293,>10000,nM,6,13,6.0,,SITNTOVOBBQZJQ
10.1038/s41467-025-58431-z,16b,"(R)-3-(1'-(3-(1-methyl-1H-pyrazol-4-yl)benzyl)-6-oxo-6,8-dihydro-2H,7Hspiro[furo[2,3-e]isoindole-3,4'-piperidin]-7-yl)piperidine-2,6-dione",PAPER,CN1N=CC(=C1)C=1C=C(CN2CCC3(CC2)COC2=C4CN(C(C4=CC=C23)=O)[C@H]2C(NC(CC2)=O)=O)C=CC1,OPSIN,SITNTOVOBBQZJQ-RUZDIDTESA-N,OPSIN,CK1α,CRBN,HiBiT,HEK293,>10000,nM,6,7,6.0,,SITNTOVOBBQZJQ
10.1038/s41467-025-58431-z,PVTX-405,"(S)-3-(1'-(3-(1-methyl-1H-pyrazol-4-yl)benzyl)-6-oxo-6,8-dihydro2H,7H-spiro[furo[2,3-e]isoindole-3,4'-piperidin]-7-yl)piperidine-2,6-dione",PAPER,CN1C=C(C=N1)C2=CC=CC(=C2)CN3CCC4(CC3)COC5=C4C=CC6=C5CN(C6=O)[C@H]7CCC(=O)NC7=O,PUBCHEM,SITNTOVOBBQZJQ-VWLOTQADSA-N,PUBCHEM,IKZF2,CRBN,Flow cytometry(FACS),Jurkat,6.3,nM,24,65,24.0,,SITNTOVOBBQZJQ
10.1038/s41467-025-58431-z,PVTX-405,"(S)-3-(1'-(3-(1-methyl-1H-pyrazol-4-yl)benzyl)-6-oxo-6,8-dihydro2H,7H-spiro[furo[2,3-e]isoindole-3,4'-piperidin]-7-yl)piperidine-2,6-dione",PAPER,CN1C=C(C=N1)C2=CC=CC(=C2)CN3CCC4(CC3)COC5=C4C=CC6=C5CN(C6=O)[C@H]7CCC(=O)NC7=O,PUBCHEM,SITNTOVOBBQZJQ-VWLOTQADSA-N,PUBCHEM,IKZF2,CRBN,Flow cytometry(FACS),primary human Treg cells,6,nM,6,92,6.0,,SITNTOVOBBQZJQ
10.1038/s41467-025-58431-z,DKY709,"3-[6-(1-benzylpiperidin-4-yl)-3-oxo-1H-isoindol-2-yl]piperidine-2,6-dione",PUBCHEM,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC(=C3)C4CCN(CC4)CC5=CC=CC=C5,PUBCHEM,OMISHRJQMYQPMG-UHFFFAOYSA-N,PUBCHEM,IKZF2,CRBN,Flow cytometry(FACS),primary human Treg cells,12,nM,6,73,6.0,,OMISHRJQMYQPMG
10.1186/s13045-024-01592-z,MGD-4,"3-(5-amino-3-methyl-1-oxo-3,4-dihydrophthalazin-2(1H)-yl)piperidine-2,6-dione",PAPER,NC1=C2CN(N(C(C2=CC=C1)=O)C1C(NC(CC1)=O)=O)C,OPSIN,MXJNMZBXMSTPNN-UHFFFAOYSA-N,OPSIN,IKZF1,CRBN,HiBiT,HEK293T,67.2,nM,24,84.9,24.0,,MXJNMZBXMSTPNN
10.1186/s13045-024-01592-z,MGD-4,"3-(5-amino-3-methyl-1-oxo-3,4-dihydrophthalazin-2(1H)-yl)piperidine-2,6-dione",PAPER,NC1=C2CN(N(C(C2=CC=C1)=O)C1C(NC(CC1)=O)=O)C,OPSIN,MXJNMZBXMSTPNN-UHFFFAOYSA-N,OPSIN,IKZF2,CRBN,HiBiT,HEK293T,918.2,nM,24,64.6,24.0,,MXJNMZBXMSTPNN
10.1186/s13045-024-01592-z,MGD-4,"3-(5-amino-3-methyl-1-oxo-3,4-dihydrophthalazin-2(1H)-yl)piperidine-2,6-dione",PAPER,NC1=C2CN(N(C(C2=CC=C1)=O)C1C(NC(CC1)=O)=O)C,OPSIN,MXJNMZBXMSTPNN-UHFFFAOYSA-N,OPSIN,IKZF3,CRBN,HiBiT,HEK293T,95.8,nM,24,81.2,24.0,,MXJNMZBXMSTPNN
10.1186/s13045-024-01592-z,pomalidomide,"4-amino-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione",PUBCHEM,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,PUBCHEM,UVSMNLNDYGZFPF-UHFFFAOYSA-N,PUBCHEM,IKZF1,CRBN,HiBiT,HEK293T,292.9,nM,24,75.1,24.0,,UVSMNLNDYGZFPF
10.1186/s13045-024-01592-z,pomalidomide,"4-amino-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione",PUBCHEM,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,PUBCHEM,UVSMNLNDYGZFPF-UHFFFAOYSA-N,PUBCHEM,IKZF2,CRBN,HiBiT,HEK293T,>10000,nM,24,,,,UVSMNLNDYGZFPF
10.1186/s13045-024-01592-z,pomalidomide,"4-amino-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione",PUBCHEM,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,PUBCHEM,UVSMNLNDYGZFPF-UHFFFAOYSA-N,PUBCHEM,IKZF3,CRBN,HiBiT,HEK293T,664.3,nM,24,64.1,24.0,,UVSMNLNDYGZFPF
10.1186/s13045-024-01592-z,MGD-4,"3-(5-amino-3-methyl-1-oxo-3,4-dihydrophthalazin-2(1H)-yl)piperidine-2,6-dione",PAPER,NC1=C2CN(N(C(C2=CC=C1)=O)C1C(NC(CC1)=O)=O)C,OPSIN,MXJNMZBXMSTPNN-UHFFFAOYSA-N,OPSIN,CK1α,CRBN,HiBiT,HEK293T,>10000,nM,24,,,,MXJNMZBXMSTPNN
10.1186/s13045-024-01592-z,pomalidomide,"4-amino-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione",PUBCHEM,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,PUBCHEM,UVSMNLNDYGZFPF-UHFFFAOYSA-N,PUBCHEM,CK1α,CRBN,HiBiT,HEK293T,>10000,nM,24,,,,UVSMNLNDYGZFPF
10.1186/s13045-024-01592-z,MGD-15,"3-(3-methyl-5-((4-methylbenzyl)amino)-1-oxo-3,4-dihydrophthalazin-2(1H)-yl)piperidine-2,6-dione",PAPER,CN1N(C(C2=CC=CC(=C2C1)NCC1=CC=C(C=C1)C)=O)C1C(NC(CC1)=O)=O,OPSIN,BUNLELBHVDUDPW-UHFFFAOYSA-N,OPSIN,CK1α,CRBN,HiBiT,HEK293T,970,nM,24,75,24.0,,BUNLELBHVDUDPW
10.1186/s13045-024-01592-z,MGD-18,"3-(3-methyl-5-((4-((4-methylpiperazin-1-yl)methyl)benzyl)amino)-1-oxo-3,4-dihydrophthalazin-2(1H)-yl)piperidine-2,6-dione ",PAPER,CN1N(C(C2=CC=CC(=C2C1)NCC1=CC=C(C=C1)CN1CCN(CC1)C)=O)C1C(NC(CC1)=O)=O,OPSIN,FLLLYDIINYIHAU-UHFFFAOYSA-N,OPSIN,CK1α,CRBN,HiBiT,HEK293T,92,nM,24,84.3,24.0,,FLLLYDIINYIHAU
10.1186/s13045-024-01592-z,lenalidomide,"3-(7-amino-3-oxo-1H-isoindol-2-yl)piperidine-2,6-dione",PUBCHEM,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,PUBCHEM,GOTYRUGSSMKFNF-UHFFFAOYSA-N,PUBCHEM,CK1α,CRBN,HiBiT,HEK293T,3920,nM,24,64,24.0,,GOTYRUGSSMKFNF
10.1186/s13045-024-01592-z,MGD-28,"4-(4-(4-(2-(2, 6-oxygen generation of piperidine 2-3 - base) - 3 - methyl - 1 - - 1, 2, 3, 4 - four hydrogen oxygen generation phthalein oxazine - 5 - base)amino)methyl)benzyl)piperazine-1-base)-2-fluorine benzene nitriles",PAPER,CN1CC2=C(C=CC=C2NCC3=CC=C(C=C3)CN4CCN(CC4)C5=CC(=C(C=C5)C#N)F)C(=O)N1C6CCC(=O)NC6=O,PUBCHEM,JICHBFQDRLGJTM-UHFFFAOYSA-N,PUBCHEM,CK1α,CRBN,HiBiT,HEK293T,7.8,nM,24,90.1,24.0,,JICHBFQDRLGJTM
10.1186/s13045-024-01592-z,MGD-28,"4-(4-(4-(2-(2, 6-oxygen generation of piperidine 2-3 - base) - 3 - methyl - 1 - - 1, 2, 3, 4 - four hydrogen oxygen generation phthalein oxazine - 5 - base)amino)methyl)benzyl)piperazine-1-base)-2-fluorine benzene nitriles",PAPER,CN1CC2=C(C=CC=C2NCC3=CC=C(C=C3)CN4CCN(CC4)C5=CC(=C(C=C5)C#N)F)C(=O)N1C6CCC(=O)NC6=O,PUBCHEM,JICHBFQDRLGJTM-UHFFFAOYSA-N,PUBCHEM,IKZF1,CRBN,HiBiT,HEK293T,3.8,nM,24,94.1,24.0,,JICHBFQDRLGJTM
10.1186/s13045-024-01592-z,MGD-28,"4-(4-(4-(2-(2, 6-oxygen generation of piperidine 2-3 - base) - 3 - methyl - 1 - - 1, 2, 3, 4 - four hydrogen oxygen generation phthalein oxazine - 5 - base)amino)methyl)benzyl)piperazine-1-base)-2-fluorine benzene nitriles",PAPER,CN1CC2=C(C=CC=C2NCC3=CC=C(C=C3)CN4CCN(CC4)C5=CC(=C(C=C5)C#N)F)C(=O)N1C6CCC(=O)NC6=O,PUBCHEM,JICHBFQDRLGJTM-UHFFFAOYSA-N,PUBCHEM,IKZF2,CRBN,HiBiT,HEK293T,56.3,nM,24,83.3,24.0,,JICHBFQDRLGJTM
10.1186/s13045-024-01592-z,MGD-28,"4-(4-(4-(2-(2, 6-oxygen generation of piperidine 2-3 - base) - 3 - methyl - 1 - - 1, 2, 3, 4 - four hydrogen oxygen generation phthalein oxazine - 5 - base)amino)methyl)benzyl)piperazine-1-base)-2-fluorine benzene nitriles",PAPER,CN1CC2=C(C=CC=C2NCC3=CC=C(C=C3)CN4CCN(CC4)C5=CC(=C(C=C5)C#N)F)C(=O)N1C6CCC(=O)NC6=O,PUBCHEM,JICHBFQDRLGJTM-UHFFFAOYSA-N,PUBCHEM,IKZF3,CRBN,HiBiT,HEK293T,7.1,nM,24,90.7,24.0,,JICHBFQDRLGJTM
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
