DOI,Compound_Name,IUPAC_Name,SMILES,SMILES_Source,Degradation_Target,Recruiter,Assay,Cell_Line,DC50,DC50_units,DC50_h,Dmax,Dmax_h,Dmax_conc,Standard_InChIKey,Standard_InChIKey_Source,IUPAC_Name_Source,Connectivity_Key
10.1021/acs.jmedchem.9b02076,27d,"5-((5-chloro-2-(3-(hydroxymethyl)piperidin-1-yl)pyrimidin-4-yl)amino)-3-(3-hydroxy-3-methylbutyl)-1-methyl-1,3-dihydro-2H-benzo[d]imidazol-2-one",ClC=1C(=NC(=NC1)N1CC(CCC1)CO)NC1=CC2=C(N(C(N2CCC(C)(C)O)=O)C)C=C1,OPSIN,BCL6,,immunofluorescence assay,SU-DHL-4,,,,~60,,,QDLVANQUFIRAGS-UHFFFAOYSA-N,OPSIN,,QDLVANQUFIRAGS
10.1021/acs.jmedchem.9b02076,1,"5-((5-chloro-2-((3R,5S)-4,4-difluoro-3,5-dimethylpiperidin-1-yl)pyrimidin-4-yl)amino)-3-(3-hydroxy-3-methylbutyl)-1-methyl-1,3-dihydro-2H-benzo[d]imidazol-2-one",ClC=1C(=NC(=NC1)N1C[C@H](C([C@H](C1)C)(F)F)C)NC1=CC2=C(N(C(N2CCC(C)(C)O)=O)C)C=C1,OPSIN,BCL6,,MSD assay,Karpas 422,,,,>85,,,VFNPUAOAEFMXQI-GASCZTMLSA-N,OPSIN,,VFNPUAOAEFMXQI
10.1021/acs.jmedchem.9b02076,1,"5-((5-chloro-2-((3R,5S)-4,4-difluoro-3,5-dimethylpiperidin-1-yl)pyrimidin-4-yl)amino)-3-(3-hydroxy-3-methylbutyl)-1-methyl-1,3-dihydro-2H-benzo[d]imidazol-2-one",ClC=1C(=NC(=NC1)N1C[C@H](C([C@H](C1)C)(F)F)C)NC1=CC2=C(N(C(N2CCC(C)(C)O)=O)C)C=C1,OPSIN,BCL6,,MSD assay,OCI-Ly1,1.1,nM,,>85,,,VFNPUAOAEFMXQI-GASCZTMLSA-N,OPSIN,,VFNPUAOAEFMXQI
10.1021/acs.jmedchem.3c00851,dBET57,"2-[(9S)-7-(4-chlorophenyl)-4,5,13-trimethyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaen-9-yl]-N-[2-[[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]amino]ethyl]acetamide",O=C(NCCNC1=CC=CC(C(N2C(CC3)C(NC3=O)=O)=O)=C1C2=O)C[C@H]4C5=NN=C(C)N5C6=C(C(C)=C(C)S6)C(C7=CC=C(Cl)C=C7)=N4,PAPER,BRD4,CRBN,Western blot densitometry,MOLT4,11,nM,24 h,,,,CZRLOIDJCMKJHE-UXMRNZNESA-N,PUBCHEM,PUBCHEM,CZRLOIDJCMKJHE
10.1021/acs.jmedchem.3c00851,A6,"4-[8-[[2-[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]oxyacetyl]amino]octanoylamino]-N-[7-(hydroxyamino)-7-oxoheptyl]benzamide",O=C(C1=CC=C(C=C1)NC(CCCCCCCNC(COC2=CC=CC(C(N3C4CCC(NC4=O)=O)=O)=C2C3=O)=O)=O)NCCCCCCC(NO)=O,PAPER,HDAC6,CRBN,Western blot densitometry,MM.1S,6.5,nM,24 h,,,,FQLCLMHMOFLVSV-UHFFFAOYSA-N,PUBCHEM,PUBCHEM,FQLCLMHMOFLVSV
10.1038/s41589-023-01409-z,DS02,(2R)-2-[[6-(5-phenylpentylamino)-9-propan-2-ylpurin-2-yl]amino]butan-1-ol,CC[C@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCCCCCC3=CC=CC=C3,PUBCHEM,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,1775,nM,5,,,,KLBKESYFUKKKSS-LJQANCHMSA-N,PUBCHEM,PUBCHEM,KLBKESYFUKKKSS
10.1038/s41589-023-01409-z,DS66,"(2R)-2-[[6-[3-(3,4-dimethylphenyl)propylamino]-9-propan-2-ylpurin-2-yl]amino]butan-1-ol",CC[C@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCCCC3=CC(=C(C=C3)C)C,PUBCHEM,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,88,nM,5,,,,CWXUALXYQXQCPS-LJQANCHMSA-N,PUBCHEM,PUBCHEM,CWXUALXYQXQCPS
10.1101/2024.07.10.602857,iDeg-6,,,,IDO1,CRL2KLHDC3,immunoblot (western blot) quantification of IDO1 protein levels,BxPC3,6.5 ± 3,nM,24,70,24,100 nM,,,,
10.1038/s41589-023-01409-z,DS47,(2S)-5-(carbamoylamino)-N-[4-(hydroxymethyl)phenyl]-2-[[(2S)-3-methyl-2-[[9-propan-2-yl-6-[(4-pyridin-2-ylphenyl)methylamino]purin-2-yl]amino]butanoyl]amino]pentanamide,CC(C)[C@@H](C(=O)N[C@@H](CCCNC(=O)N)C(=O)NC1=CC=C(C=C1)CO)NC2=NC(=C3C(=N2)N(C=N3)C(C)C)NCC4=CC=C(C=C4)C5=CC=CC=N5,PUBCHEM,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,4390,nM,5,,,,LVVKHGPMCAECNF-CONSDPRKSA-N,PUBCHEM,PUBCHEM,LVVKHGPMCAECNF
10.1038/s41589-023-01409-z,Z10,,,,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,219,nM,5,,,,,,,
10.1038/s41589-023-01409-z,DS_CR8,,,,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,55,nM,5,,,,,,,
10.1038/s41589-023-01409-z,THAL-SNS032,"N-[5-[(5-tert-butyl-1,3-oxazol-2-yl)methylsulfanyl]-1,3-thiazol-2-yl]-1-[2-[2-[2-[2-[2-[[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]amino]ethoxy]ethoxy]ethoxy]ethylamino]-2-oxoethyl]piperidine-4-carboxamide",CC(C)(C)C1=CN=C(O1)CSC2=CN=C(S2)NC(=O)C3CCN(CC3)CC(=O)NCCOCCOCCOCCNC4=CC=CC5=C4C(=O)N(C5=O)C6CCC(=O)NC6=O,PUBCHEM,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,<50,nM,5,,,,BXDZOYLPNAIDOC-UHFFFAOYSA-N,PUBCHEM,PUBCHEM,BXDZOYLPNAIDOC
10.1038/s41589-023-01409-z,Z12,,,,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,3492,nM,5,,,,,,,
10.1038/s41589-023-01409-z,BSJ-4-116,"N-[7-[(3R)-3-[[5-chloro-4-(2-propan-2-ylsulfonylanilino)pyrimidin-2-yl]amino]piperidin-1-yl]heptyl]-2-[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]oxyacetamide",CC(C)S(=O)(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)N[C@@H]3CCCN(C3)CCCCCCCNC(=O)COC4=CC=CC5=C4C(=O)N(C5=O)C6CCC(=O)NC6=O,PUBCHEM,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,155,nM,5,,,,YJOJMGTVKMABKQ-FIQOPJFZSA-N,PUBCHEM,PUBCHEM,YJOJMGTVKMABKQ
10.1038/s41589-023-01409-z,21195,,,,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,26,nM,5,,,,,,,
10.1038/s41589-023-01409-z,SR-4835,"N-[(5,6-dichloro-1H-benzimidazol-2-yl)methyl]-9-(1-methylpyrazol-4-yl)-2-morpholin-4-ylpurin-6-amine",CN1C=C(C=N1)N2C=NC3=C(N=C(N=C32)N4CCOCC4)NCC5=NC6=CC(=C(C=C6N5)Cl)Cl,PUBCHEM,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,14,nM,5,,,,FSELUFUYNUNZKD-UHFFFAOYSA-N,PUBCHEM,PUBCHEM,FSELUFUYNUNZKD
10.1038/s41589-023-01409-z,919278,,,,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,176,nM,5,,,,,,,
10.1038/s41589-023-01409-z,dCeMM2,"N-(5-chloro-2-pyridinyl)-2-(5H-[1,2,4]triazino[5,6-b]indol-3-ylsulfanyl)acetamide",C1=CC=C2C(=C1)C3=C(N2)N=C(N=N3)SCC(=O)NC4=NC=C(C=C4)Cl,PUBCHEM,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,633,nM,5,,,,VFWVTIHYVUKNGR-UHFFFAOYSA-N,PUBCHEM,PUBCHEM,VFWVTIHYVUKNGR
10.1038/s41589-023-01409-z,dCeMM4,"3-(5-methylfuran-2-carbonyl)-N-(5-methyl-1,3-thiazol-2-yl)-1,3-thiazolidine-4-carboxamide",CC1=CC=C(O1)C(=O)N2CSCC2C(=O)NC3=NC=C(S3)C,PUBCHEM,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,1210,nM,5,,,,BPWZJVKIVHVVHP-UHFFFAOYSA-N,PUBCHEM,PUBCHEM,BPWZJVKIVHVVHP
10.1038/s41589-023-01409-z,HQ461,"2-[2-[(6-methyl-2-pyridinyl)amino]-1,3-thiazol-4-yl]-N-(5-methyl-1,3-thiazol-2-yl)acetamide",CC1=NC(=CC=C1)NC2=NC(=CS2)CC(=O)NC3=NC=C(S3)C,PUBCHEM,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,493,nM,5,,,,QMRBCNQCRMTXBE-UHFFFAOYSA-N,PUBCHEM,PUBCHEM,QMRBCNQCRMTXBE
10.1038/s41589-023-01409-z,Z11,,,,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,436,nM,5,,,,,,,
10.1038/s41589-023-01409-z,CR8,,,,cyclin K,DDB1–CUL4–RBX1,HEK293T cyclin K–eGFP reporter assay,HEK293T–Cas9,24,nM,5,,,,,,,
10.3390/cancers15041198,VNPP433-3β,,,,Androgen receptor (f-AR),MDM2,HiBiT-LgBiT live-cell luminescence assay (%ARD),CWR22Rv1 (CRISPR HiBiT knock-in),,,,64.4,,20 µM,,,,
10.1021/acs.jmedchem.9b00454,7d,"Benzyl (2,5-dioxopyrrolidin-3-yl)carbamate",O=C2CC(NC(=O)OCc1ccccc1)C(=O)N2,PAPER,IKZF3,CRBN,Immunoblot (Western blot),OPM-2,,,,~20,24.0,100 μM,QRQMHYISDDHZBY-UHFFFAOYSA-N,OPSIN,,QRQMHYISDDHZBY
10.1021/acs.jmedchem.9b00454,7f,"N-(2,5-dioxopyrrolidin-3-yl)cinnamamide",O=C(/C=C/c1ccccc1)NC2CC(=O)NC2=O,PAPER,IKZF3,CRBN,Immunoblot (Western blot),OPM-2,,,,~40,24.0,100 μM,NSEUGMATEWSNTO-UHFFFAOYSA-N,OPSIN,,NSEUGMATEWSNTO
10.1021/acs.jmedchem.9b00454,5a,"4-Amino-2-(2,5-dioxopyrrolidin-3-yl)isoindoline-1,3-dione",Nc2cccc3c(=O)n(C1CC(=O)NC1=O)c(=O)c23,PAPER,IKZF3,CRBN,Immunoblot (Western blot),OPM-2,,,,~40,24.0,100 μM,MSHTVRYXGFREAN-UHFFFAOYSA-N,OPSIN,,MSHTVRYXGFREAN
10.1021/acs.jmedchem.9b00454,lenalidomide,"3-(7-amino-3-oxo-1H-isoindol-2-yl)piperidine-2,6-dione",C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,PUBCHEM,IKZF3,CRBN,Immunoblot (Western blot),OPM-2,,,,100,24.0,100 μM,GOTYRUGSSMKFNF-UHFFFAOYSA-N,PUBCHEM,PUBCHEM,GOTYRUGSSMKFNF
10.1038/s41467-024-44698-1,SJ7095,"N-((2-(2,6-dioxopiperidin-3-yl)-1-oxoisoindolin-4-yl)methyl)-4-fluorobenzamide",O=C1NC(CCC1N1C(C2=CC=CC(=C2C1)CNC(C1=CC=C(C=C1)F)=O)=O)=O,OPSIN,CK1α,CRBN,immunoblotting,MOLM-13,15,nM,4,,,,QYERRCYEYNDQFV-UHFFFAOYSA-N,OPSIN,,QYERRCYEYNDQFV
10.1038/s41467-024-44698-1,SJ0040,"N-(2-(2,6-dioxopiperidin-3-yl)-1-oxoisoindolin-5-yl)-3-methylbenzamide",O=C1NC(CCC1N1C(C2=CC=C(C=C2C1)NC(C1=CC(=CC=C1)C)=O)=O)=O,OPSIN,CK1α,CRBN,immunoblotting,MOLM-13,11,nM,4,88,,,HKQXTORGXDGFIQ-UHFFFAOYSA-N,OPSIN,,HKQXTORGXDGFIQ
10.1038/s41467-024-44698-1,SJ3149,"3-(5-(benzo[d]isoxazol-3-ylamino)-1-oxoisoindolin-2-yl)piperidine-2,6-dione",O1N=C(C2=C1C=CC=C2)NC=2C=C1CN(C(C1=CC2)=O)C2C(NC(CC2)=O)=O,OPSIN,CK1α,CRBN,immunoblotting,MOLM-13,3.7,nM,4,95,,,AJUZTJBGJWQZFW-UHFFFAOYSA-N,OPSIN,,AJUZTJBGJWQZFW
10.1038/s41467-024-44698-1,lenalidomide,"3-(7-amino-3-oxo-1H-isoindol-2-yl)piperidine-2,6-dione",C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,PUBCHEM,IKZF1,CRBN,HiBiT assay,Jurkat,33,nM,4,,,,GOTYRUGSSMKFNF-UHFFFAOYSA-N,PUBCHEM,PUBCHEM,GOTYRUGSSMKFNF
10.1038/s41467-024-44698-1,SJ7095,"N-((2-(2,6-dioxopiperidin-3-yl)-1-oxoisoindolin-4-yl)methyl)-4-fluorobenzamide",O=C1NC(CCC1N1C(C2=CC=CC(=C2C1)CNC(C1=CC=C(C=C1)F)=O)=O)=O,OPSIN,IKZF1,CRBN,HiBiT assay,Jurkat,69,nM,4,,,,QYERRCYEYNDQFV-UHFFFAOYSA-N,OPSIN,,QYERRCYEYNDQFV
10.1038/s41467-024-44698-1,lenalidomide,"3-(7-amino-3-oxo-1H-isoindol-2-yl)piperidine-2,6-dione",C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,PUBCHEM,CK1α,CRBN,HiBiT assay,HEK293,,,,42,24.0,10 μM,GOTYRUGSSMKFNF-UHFFFAOYSA-N,PUBCHEM,PUBCHEM,GOTYRUGSSMKFNF
10.1038/s41467-024-44698-1,SJ7095,"N-((2-(2,6-dioxopiperidin-3-yl)-1-oxoisoindolin-4-yl)methyl)-4-fluorobenzamide",O=C1NC(CCC1N1C(C2=CC=CC(=C2C1)CNC(C1=CC=C(C=C1)F)=O)=O)=O,OPSIN,CK1α,CRBN,HiBiT assay,HEK293,35,nM,4,,,,QYERRCYEYNDQFV-UHFFFAOYSA-N,OPSIN,,QYERRCYEYNDQFV
10.1038/s41467-024-44698-1,SJ0040,"N-(2-(2,6-dioxopiperidin-3-yl)-1-oxoisoindolin-5-yl)-3-methylbenzamide",O=C1NC(CCC1N1C(C2=CC=C(C=C2C1)NC(C1=CC(=CC=C1)C)=O)=O)=O,OPSIN,CK1α,CRBN,HiBiT assay,HEK293,10,nM,4,,,,HKQXTORGXDGFIQ-UHFFFAOYSA-N,OPSIN,,HKQXTORGXDGFIQ
10.1038/s41467-024-44698-1,SJ3149,"3-(5-(benzo[d]isoxazol-3-ylamino)-1-oxoisoindolin-2-yl)piperidine-2,6-dione",O1N=C(C2=C1C=CC=C2)NC=2C=C1CN(C(C1=CC2)=O)C2C(NC(CC2)=O)=O,OPSIN,CK1α,CRBN,HiBiT assay,HEK293,6,nM,4,,,,AJUZTJBGJWQZFW-UHFFFAOYSA-N,OPSIN,,AJUZTJBGJWQZFW
10.1038/s41467-024-44698-1,SJ0040,"N-(2-(2,6-dioxopiperidin-3-yl)-1-oxoisoindolin-5-yl)-3-methylbenzamide",O=C1NC(CCC1N1C(C2=CC=C(C=C2C1)NC(C1=CC(=CC=C1)C)=O)=O)=O,OPSIN,IKZF1,CRBN,HiBiT assay,Jurkat,,,,<10,24.0,10 μM,HKQXTORGXDGFIQ-UHFFFAOYSA-N,OPSIN,,HKQXTORGXDGFIQ
10.1038/s41467-024-44698-1,SJ3149,"3-(5-(benzo[d]isoxazol-3-ylamino)-1-oxoisoindolin-2-yl)piperidine-2,6-dione",O1N=C(C2=C1C=CC=C2)NC=2C=C1CN(C(C1=CC2)=O)C2C(NC(CC2)=O)=O,OPSIN,IKZF1,CRBN,HiBiT assay,Jurkat,,,,<10,24.0,10 μM,AJUZTJBGJWQZFW-UHFFFAOYSA-N,OPSIN,,AJUZTJBGJWQZFW
10.1038/s41467-024-44698-1,SJ3149,"3-(5-(benzo[d]isoxazol-3-ylamino)-1-oxoisoindolin-2-yl)piperidine-2,6-dione",O1N=C(C2=C1C=CC=C2)NC=2C=C1CN(C(C1=CC2)=O)C2C(NC(CC2)=O)=O,OPSIN,IKZF2,CRBN,immunoblotting,MOLM-13,,,,~40,4.0,10 μM,AJUZTJBGJWQZFW-UHFFFAOYSA-N,OPSIN,,AJUZTJBGJWQZFW
10.1038/s41467-024-44698-1,lenalidomide,"3-(7-amino-3-oxo-1H-isoindol-2-yl)piperidine-2,6-dione",C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,PUBCHEM,IKZF1,CRBN,HiBiT assay,Jurkat,,,,64.5,24.0,10 μM,GOTYRUGSSMKFNF-UHFFFAOYSA-N,PUBCHEM,PUBCHEM,GOTYRUGSSMKFNF
10.1038/s41467-024-44698-1,SJ7095,"N-((2-(2,6-dioxopiperidin-3-yl)-1-oxoisoindolin-4-yl)methyl)-4-fluorobenzamide",O=C1NC(CCC1N1C(C2=CC=CC(=C2C1)CNC(C1=CC=C(C=C1)F)=O)=O)=O,OPSIN,IKZF1,CRBN,HiBiT assay,Jurkat,,,,83.7,24.0,10 μM,QYERRCYEYNDQFV-UHFFFAOYSA-N,OPSIN,,QYERRCYEYNDQFV
10.1038/s41467-024-44698-1,lenalidomide,"3-(7-amino-3-oxo-1H-isoindol-2-yl)piperidine-2,6-dione",C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,PUBCHEM,CK1α,CRBN,HiBiT assay,HEK293,> 10000,nM,4,,,,GOTYRUGSSMKFNF-UHFFFAOYSA-N,PUBCHEM,PUBCHEM,GOTYRUGSSMKFNF
10.1038/s41467-024-44698-1,SJ7095,"N-((2-(2,6-dioxopiperidin-3-yl)-1-oxoisoindolin-4-yl)methyl)-4-fluorobenzamide",O=C1NC(CCC1N1C(C2=CC=CC(=C2C1)CNC(C1=CC=C(C=C1)F)=O)=O)=O,OPSIN,CK1α,CRBN,HiBiT assay,HEK293,,,,82.2,24.0,10 μM,QYERRCYEYNDQFV-UHFFFAOYSA-N,OPSIN,,QYERRCYEYNDQFV
10.1038/s41467-024-44698-1,SJ0040,"N-(2-(2,6-dioxopiperidin-3-yl)-1-oxoisoindolin-5-yl)-3-methylbenzamide",O=C1NC(CCC1N1C(C2=CC=C(C=C2C1)NC(C1=CC(=CC=C1)C)=O)=O)=O,OPSIN,CK1α,CRBN,HiBiT assay,HEK293,,,,88.3,24.0,10 μM,HKQXTORGXDGFIQ-UHFFFAOYSA-N,OPSIN,,HKQXTORGXDGFIQ
10.1038/s41467-024-44698-1,SJ3149,"3-(5-(benzo[d]isoxazol-3-ylamino)-1-oxoisoindolin-2-yl)piperidine-2,6-dione",O1N=C(C2=C1C=CC=C2)NC=2C=C1CN(C(C1=CC2)=O)C2C(NC(CC2)=O)=O,OPSIN,CK1α,CRBN,HiBiT assay,HEK293,,,,95.5,24.0,10 μM,AJUZTJBGJWQZFW-UHFFFAOYSA-N,OPSIN,,AJUZTJBGJWQZFW
10.1038/s41586-024-07089-6,IBG1,"Methyl (S)-2-(4-(4'-((4-(N-(3-cyano-4-methyl-1H-indol-7-yl)sulfamoyl)benzyl)carbamoyl)-[1,1'-biphenyl]-4-yl)-2,3,9-trimethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepin-6-yl)acetate",C(#N)C1=CNC2=C(C=CC(=C12)C)NS(=O)(=O)C1=CC=C(CNC(=O)C2=CC=C(C=C2)C2=CC=C(C=C2)C2=N[C@H](C=3N(C4=C2C(=C(S4)C)C)C(=NN3)C)CC(=O)OC)C=C1,OPSIN,BRD4,DCAF16,,,0.15,nM,,,,,HHSZFSOLNUHGMP-BHVANESWSA-N,OPSIN,,HHSZFSOLNUHGMP
10.1038/s41586-024-07089-6,IBG3,"tert-Butyl 2-((S)-4-(4-((4'-((S)-6-(2-(tert-butoxy)-2-oxoethyl)-2,3,9-trimethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepin-4-yl)-[1,1'-biphenyl]-4-carboxamido)methyl)phenyl)-2,3,9-trimethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepin-6-yl)acetate",C(C)(C)(C)OC(C[C@H]1C=2N(C3=C(C(=N1)C1=CC=C(C=C1)C1=CC=C(C=C1)C(=O)NCC1=CC=C(C=C1)C1=N[C@H](C=4N(C5=C1C(=C(S5)C)C)C(=NN4)C)CC(=O)OC(C)(C)C)C(=C(S3)C)C)C(=NN2)C)=O,OPSIN,BRD4,DCAF16,FACS dual fluorescence reporter assay,KBM7,0.0067,nM,6 h,,,,MRIUQCAXSFYTQZ-YATWDLPUSA-N,OPSIN,,MRIUQCAXSFYTQZ
10.1038/s41586-024-07089-6,IBG3,"tert-Butyl 2-((S)-4-(4-((4'-((S)-6-(2-(tert-butoxy)-2-oxoethyl)-2,3,9-trimethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepin-4-yl)-[1,1'-biphenyl]-4-carboxamido)methyl)phenyl)-2,3,9-trimethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepin-6-yl)acetate",C(C)(C)(C)OC(C[C@H]1C=2N(C3=C(C(=N1)C1=CC=C(C=C1)C1=CC=C(C=C1)C(=O)NCC1=CC=C(C=C1)C1=N[C@H](C=4N(C5=C1C(=C(S5)C)C)C(=NN4)C)CC(=O)OC(C)(C)C)C(=C(S3)C)C)C(=NN2)C)=O,OPSIN,BRD2,DCAF16,FACS dual fluorescence reporter assay,KBM7,0.0086,nM,6 h,,,,MRIUQCAXSFYTQZ-YATWDLPUSA-N,OPSIN,,MRIUQCAXSFYTQZ
10.1021/jacsau.4c00762,LC-04–075,"(S)-3-(1-oxo-5-(pyrazolo[1,5-a]pyrimidin-5-yl)isoindolin-2-yl)piperidine-2,6-dione",O=C1N(CC2=CC(=CC=C12)C1=NC=2N(C=C1)N=CC2)[C@@H]2C(NC(CC2)=O)=O,OPSIN,CK1α,CRBN,HiBiT luciferase CK1α degradation assay,MOLT4 CK1α-HiBiT,141,nM,24,79,24.0,,JFGCAFRJJYPKRT-HNNXBMFYSA-N,OPSIN,,JFGCAFRJJYPKRT
10.1021/jacsau.4c00762,LC-02–047-P1,"(S)-3-(5-(3-bromopyrazolo[1,5-a]pyrimidin-5-yl)-1oxoisoindolin-2-yl)piperidine-2,6-dione",BrC=1C=NN2C1N=C(C=C2)C=2C=C1CN(C(C1=CC2)=O)[C@@H]2C(NC(CC2)=O)=O,OPSIN,CK1α,CRBN,HiBiT luciferase CK1α degradation assay,MOLT4 CK1α-HiBiT,14,nM,24,86,24.0,,YEFAKXFTUMESCG-HNNXBMFYSA-N,OPSIN,,YEFAKXFTUMESCG
10.1021/jacsau.4c00762,LC-04–113,"(S)-3-(5-(3-methylpyrazolo[1,5-a]pyrimidin-5-yl)-1-oxoisoindolin-2-yl)piperidine-2,6-dione",CC=1C=NN2C1N=C(C=C2)C=2C=C1CN(C(C1=CC2)=O)[C@@H]2C(NC(CC2)=O)=O,OPSIN,CK1α,CRBN,HiBiT luciferase CK1α degradation assay,MOLT4 CK1α-HiBiT,10,nM,24,91,24.0,,ZYTXPWPQWMJJJR-INIZCTEOSA-N,OPSIN,,ZYTXPWPQWMJJJR
10.1021/jacsau.4c00762,LC-04–087,"(S)-3-(5-(3-chloropyrazolo[1,5-a]pyrimidin-5-yl)-1-oxoisoindolin-2-yl)piperidine-2,6-dione",ClC=1C=NN2C1N=C(C=C2)C=2C=C1CN(C(C1=CC2)=O)[C@@H]2C(NC(CC2)=O)=O,OPSIN,CK1α,CRBN,HiBiT luciferase CK1α degradation assay,MOLT4 CK1α-HiBiT,12,nM,24,90,24.0,,VLQCOELYHBYNNI-HNNXBMFYSA-N,OPSIN,,VLQCOELYHBYNNI
10.1021/jacsau.4c00762,LC-04–081,"(S)-3-(5-(3-aminopyrazolo[1,5-a]pyrimidin-5-yl)-1-oxoisoindolin-2-yl)piperidine-2,6-dione",NC=1C=NN2C1N=C(C=C2)C=2C=C1CN(C(C1=CC2)=O)[C@@H]2C(NC(CC2)=O)=O,OPSIN,CK1α,CRBN,HiBiT luciferase CK1α degradation assay,MOLT4 CK1α-HiBiT,>1000,nM,24,31,24.0,,APQSXHQOFJECJP-HNNXBMFYSA-N,OPSIN,,APQSXHQOFJECJP
10.1021/jacsau.4c00762,LC-04–077,"(S)-5-(2-(2,6-dioxopiperidin-3-yl)-1-oxoisoindolin-5-yl)pyrazolo[1,5-a]pyrimidine-3carbonitrile",O=C1NC(CC[C@@H]1N1C(C2=CC=C(C=C2C1)C1=NC=2N(C=C1)N=CC2C#N)=O)=O,OPSIN,CK1α,CRBN,HiBiT luciferase CK1α degradation assay,MOLT4 CK1α-HiBiT,406,nM,24,93,24.0,,NMJBTMAEPJCFSH-INIZCTEOSA-N,OPSIN,,NMJBTMAEPJCFSH
10.1021/jacsau.4c00762,LC-04–155,"(S)-3-(5-(2-methylpyrazolo[1,5-a]pyrimidin-5-yl)-1-oxoisoindolin-2-yl)piperidine-2,6-dione",CC1=NN2C(N=C(C=C2)C=2C=C3CN(C(C3=CC2)=O)[C@@H]2C(NC(CC2)=O)=O)=C1,OPSIN,CK1α,CRBN,HiBiT luciferase CK1α degradation assay,MOLT4 CK1α-HiBiT,90,nM,24,83,24.0,,DLUKFEPFIRIULR-INIZCTEOSA-N,OPSIN,,DLUKFEPFIRIULR
10.1021/jacsau.4c00762,LC-04–162,"(S)-3-(5-(3-chloro-2-methylpyrazolo[1,5-a]pyrimidin-5-yl)-1-oxoisoindolin-2-yl)piperidine-2,6-dione",ClC=1C(=NN2C1N=C(C=C2)C=2C=C1CN(C(C1=CC2)=O)[C@@H]2C(NC(CC2)=O)=O)C,OPSIN,CK1α,CRBN,HiBiT luciferase CK1α degradation assay,MOLT4 CK1α-HiBiT,12,nM,24,89,24.0,,KXNAVMGMZGFFGH-HNNXBMFYSA-N,OPSIN,,KXNAVMGMZGFFGH
10.1021/acsmedchemlett.4c00250,5,,,,CK1α,CRBN,protein degradation profiling,,28,nM,24,82,24.0,10 μM,,,,
10.1021/acsmedchemlett.4c00250,5,,,,IKZF1,CRBN,protein degradation profiling,,53,nM,24,84,24.0,10 μM,,,,
